wavelength_nm,value
414.13,0.0509
417.32,0.0517
420.52,0.0514
423.72,0.0536
426.91,0.0561
430.11,0.0585
433.31,0.0524
436.5,0.0566
439.7,0.0547
442.9,0.0526
446.09,0.0529
449.29,0.055
452.49,0.0556
455.68,0.055
458.88,0.0553
462.08,0.0572
465.27,0.0586
468.47,0.0557
471.67,0.0572
474.86,0.0579
478.06,0.0615
481.26,0.0622
484.45,0.0613
487.65,0.0611
490.85,0.0609
494.04,0.0589
497.24,0.0629
500.43,0.0644
503.63,0.0633
506.83,0.0643
510.03,0.0647
513.22,0.064
516.42,0.068
519.61,0.0651
522.81,0.0624
526.01,0.067
529.2,0.064
532.4,0.0636
535.6,0.0659
538.79,0.0693
541.99,0.0704
545.19,0.0689
548.38,0.0684
551.58,0.0681
554.78,0.0687
557.97,0.0713
561.17,0.0708
564.37,0.0677
567.56,0.0712
570.76,0.0694
573.96,0.0702
577.15,0.0685
580.35,0.0666
583.55,0.0698
586.74,0.0688
589.94,0.072
593.14,0.0696
596.33,0.0704
599.53,0.069
602.73,0.0706
605.92,0.0732
609.12,0.0739
612.32,0.0706
615.51,0.0708
618.71,0.0658
621.91,0.0694
625.1,0.0707
628.3,0.0705
631.5,0.0715
634.69,0.0711
637.89,0.0711
641.09,0.0722
644.28,0.0745
647.48,0.075
650.67,0.0723
653.87,0.0712
657.07,0.0721
660.27,0.067
663.46,0.069
666.66,0.0718
669.85,0.0717
673.05,0.0735
676.25,0.0706
679.45,0.0725
682.64,0.0745
685.84,0.0785
689.03,0.0782
692.23,0.078
695.43,0.0777
698.62,0.0775
701.82,0.0772
705.02,0.077
708.21,0.0767
711.41,0.0765
714.61,0.0762
717.8,0.076
721.0,0.0757
724.2,0.0754
727.39,0.0752
730.59,0.0749
733.79,0.0747
736.98,0.0744
740.18,0.0742
743.38,0.0766
746.57,0.0759
749.77,0.0775
752.97,0.0779
756.16,0.0784
759.36,0.0789
762.56,0.0794
765.75,0.0799
768.95,0.0803
772.15,0.0808
775.34,0.0798
778.54,0.0784
781.74,0.0757
784.93,0.0773
788.13,0.0747
791.33,0.075
794.52,0.0752
797.72,0.0755
800.92,0.0758
804.11,0.076
807.31,0.0763
810.51,0.0765
813.7,0.0768
816.9,0.0771
820.1,0.0773
823.29,0.0776
826.49,0.0779
829.68,0.0781
832.88,0.0784
836.08,0.0787
839.28,0.0789
842.47,0.0792
845.67,0.0788
848.86,0.0795
852.06,0.0789
855.26,0.0769
858.46,0.0796
861.65,0.0796
864.85,0.0863
868.04,0.0783
871.24,0.0768
874.44,0.0796
877.63,0.0742
880.83,0.0825
884.03,0.081
887.22,0.0838
890.42,0.0786
893.62,0.0844
896.81,0.0843
900.01,0.0841
903.21,0.0838
906.4,0.0837
909.6,0.0835
912.8,0.0833
915.99,0.0831
919.19,0.083
922.39,0.0828
925.58,0.0827
928.78,0.0826
931.98,0.0824
935.17,0.0823
938.37,0.0822
941.57,0.0821
944.76,0.0819
947.96,0.0819
951.16,0.0818
954.35,0.0817
957.55,0.0816
960.75,0.0814
963.94,0.0813
967.14,0.0811
970.1,0.0809
975.54,0.0807
980.98,0.0803
986.42,0.0798
991.86,0.0794
997.3,0.0791
1002.74,0.0789
1008.18,0.0797
1013.62,0.0822
1019.06,0.0818
1024.5,0.0806
1029.95,0.0806
1035.39,0.0801
1040.83,0.0799
1046.27,0.0807
1051.71,0.0807
1057.15,0.0812
1062.59,0.0823
1068.03,0.0828
1073.47,0.0805
1078.91,0.078
1084.35,0.0776
1089.79,0.0779
1095.23,0.0779
1100.67,0.0778
1106.11,0.0777
1111.55,0.0777
1116.99,0.0777
1122.43,0.0777
1127.87,0.0776
1133.32,0.0775
1138.76,0.0777
1144.2,0.078
1149.64,0.0782
1155.08,0.0781
1160.52,0.0779
1165.96,0.0778
1171.4,0.0777
1176.84,0.0775
1182.28,0.0775
1187.72,0.0783
1193.16,0.0791
1198.6,0.0772
1204.04,0.0808
1209.48,0.0806
1214.92,0.0816
1220.36,0.0823
1225.8,0.0842
1231.24,0.0841
1236.69,0.0846
1242.13,0.0842
1247.57,0.0844
1253.01,0.0834
1258.45,0.0807
1263.89,0.0835
1269.33,0.0886
1274.77,0.0847
1280.21,0.0863
1285.65,0.0833
1291.09,0.083
1296.53,0.0821
1301.97,0.0791
1307.41,0.0779
1312.85,0.0782
1318.29,0.0758
1323.73,0.0741
1329.17,0.0715
1334.61,0.0716
1340.06,0.0716
1345.5,0.0717
1350.94,0.0717
1356.38,0.0717
1361.82,0.0718
1367.26,0.0718
1372.7,0.0718
1378.14,0.0719
1383.58,0.072
1389.02,0.0721
1394.46,0.0722
1399.9,0.0723
1405.34,0.0724
1410.78,0.0725
1416.22,0.0727
1421.66,0.0728
1427.1,0.0729
1432.54,0.073
1437.98,0.0732
1443.43,0.0733
1448.87,0.0735
1454.31,0.0737
1459.75,0.0739
1465.19,0.0742
1470.63,0.0744
1476.07,0.0746
1481.51,0.0748
1486.95,0.0749
1492.39,0.0751
1497.83,0.0737
1503.27,0.0766
1508.71,0.0743
1514.15,0.0783
1519.59,0.0798
1525.03,0.0802
1530.47,0.081
1535.91,0.0819
1541.35,0.0827
1546.8,0.0827
1552.24,0.0832
1557.68,0.0835
1563.12,0.0825
1568.56,0.0847
1574.0,0.0816
1579.44,0.0823
1584.88,0.0816
1590.32,0.0821
1595.76,0.0796
1601.2,0.0835
1606.64,0.083
1612.08,0.0859
1617.52,0.0795
