wavelength_nm,value
414.13,0.0262
417.32,0.0273
420.52,0.0312
423.72,0.0298
426.91,0.0343
430.11,0.0333
433.31,0.0343
436.5,0.0378
439.7,0.0343
442.9,0.0358
446.09,0.0378
449.29,0.0393
452.49,0.0365
455.68,0.0366
458.88,0.0436
462.08,0.04
465.27,0.0385
468.47,0.0387
471.67,0.0398
474.86,0.0406
478.06,0.0453
481.26,0.0445
484.45,0.0464
487.65,0.0446
490.85,0.0466
494.04,0.0487
497.24,0.0514
500.43,0.0522
503.63,0.0505
506.83,0.0545
510.03,0.0566
513.22,0.0581
516.42,0.0618
519.61,0.0586
522.81,0.0578
526.01,0.0639
529.2,0.0621
532.4,0.0651
535.6,0.0663
538.79,0.0709
541.99,0.0705
545.19,0.0717
548.38,0.0713
551.58,0.0726
554.78,0.0745
557.97,0.0791
561.17,0.0771
564.37,0.0789
567.56,0.079
570.76,0.0813
573.96,0.0815
577.15,0.0798
580.35,0.0812
583.55,0.0832
586.74,0.084
589.94,0.0854
593.14,0.0859
596.33,0.0848
599.53,0.0836
602.73,0.0848
605.92,0.0855
609.12,0.084
612.32,0.084
615.51,0.0869
618.71,0.087
621.91,0.087
625.1,0.0879
628.3,0.0886
631.5,0.086
634.69,0.0868
637.89,0.089
641.09,0.0924
644.28,0.093
647.48,0.0957
650.67,0.0924
653.87,0.0916
657.07,0.0924
660.27,0.0894
663.46,0.0901
666.66,0.0883
669.85,0.0918
673.05,0.0921
676.25,0.0905
679.45,0.0906
682.64,0.0941
685.84,0.1009
689.03,0.0984
692.23,0.0959
695.43,0.0934
698.62,0.0909
701.82,0.0884
705.02,0.0858
708.21,0.0833
711.41,0.0808
714.61,0.0783
717.8,0.0758
721.0,0.0733
724.2,0.0708
727.39,0.0683
730.59,0.0658
733.79,0.0633
736.98,0.0608
740.18,0.0583
743.38,0.058
746.57,0.0571
749.77,0.0592
752.97,0.0597
756.16,0.0602
759.36,0.0607
762.56,0.0613
765.75,0.0618
768.95,0.0623
772.15,0.0628
775.34,0.0627
778.54,0.0639
781.74,0.0616
784.93,0.0618
788.13,0.0669
791.33,0.0659
794.52,0.0649
797.72,0.0639
800.92,0.063
