wavelength_nm,value
414.13,0.0191
417.32,0.0227
420.52,0.019
423.72,0.0248
426.91,0.0222
430.11,0.0276
433.31,0.0221
436.5,0.0213
439.7,0.0223
442.9,0.0229
446.09,0.0241
449.29,0.0207
452.49,0.0222
455.68,0.0227
458.88,0.0249
462.08,0.0233
465.27,0.0227
468.47,0.0217
471.67,0.0216
474.86,0.0235
478.06,0.0264
481.26,0.025
484.45,0.0264
487.65,0.0253
490.85,0.0265
494.04,0.0239
497.24,0.0265
500.43,0.0277
503.63,0.0273
506.83,0.0268
510.03,0.0289
513.22,0.0297
516.42,0.0338
519.61,0.0339
522.81,0.0333
526.01,0.0381
529.2,0.04
532.4,0.0425
535.6,0.0448
538.79,0.0467
541.99,0.049
545.19,0.0477
548.38,0.0485
551.58,0.049
554.78,0.0501
557.97,0.0503
561.17,0.0478
564.37,0.0483
567.56,0.0466
570.76,0.0467
573.96,0.0444
577.15,0.0429
580.35,0.041
583.55,0.0407
586.74,0.0415
589.94,0.0419
593.14,0.0406
596.33,0.0408
599.53,0.0396
602.73,0.0403
605.92,0.0399
609.12,0.0395
612.32,0.0387
615.51,0.04
618.71,0.0371
621.91,0.0365
625.1,0.0369
628.3,0.0381
631.5,0.0378
634.69,0.038
637.89,0.0365
641.09,0.0379
644.28,0.0374
647.48,0.0367
650.67,0.0355
653.87,0.0352
657.07,0.0359
660.27,0.0334
663.46,0.0344
666.66,0.035
669.85,0.0349
673.05,0.0356
676.25,0.0352
679.45,0.0342
682.64,0.0337
685.84,0.0404
689.03,0.0533
692.23,0.0661
695.43,0.079
698.62,0.0918
701.82,0.1047
705.02,0.1175
708.21,0.1304
711.41,0.1432
714.61,0.1561
717.8,0.1689
721.0,0.1818
724.2,0.1946
727.39,0.2075
730.59,0.2203
733.79,0.2332
736.98,0.246
740.18,0.2589
743.38,0.2734
746.57,0.2865
749.77,0.2844
752.97,0.2877
756.16,0.291
759.36,0.2943
762.56,0.2976
765.75,0.3009
768.95,0.3042
772.15,0.3075
775.34,0.3215
778.54,0.3246
781.74,0.3256
784.93,0.3254
788.13,0.3287
791.33,0.3303
794.52,0.3319
797.72,0.3335
800.92,0.335
804.11,0.3366
807.31,0.3382
810.51,0.3398
813.7,0.3413
816.9,0.3429
820.1,0.3445
823.29,0.3461
826.49,0.3476
829.68,0.3492
832.88,0.3508
836.08,0.3524
839.28,0.3539
842.47,0.3555
845.67,0.3564
848.86,0.3617
852.06,0.3583
855.26,0.3687
858.46,0.3508
861.65,0.3538
864.85,0.3656
868.04,0.3623
871.24,0.3547
874.44,0.3587
877.63,0.35
880.83,0.3616
884.03,0.3617
887.22,0.3677
890.42,0.3691
