wavelength,forest,grass,soil,urban,water
1356.38,0.12696,0.27754,0.25195,0.16553999999999996,0.011200000000000002
1361.82,0.12018,0.26305999999999996,0.24724,0.16313,0.01089
1367.26,0.11405999999999998,0.24962999999999996,0.24274999999999997,0.16077,0.0106
1372.7,0.10810999999999997,0.23652,0.23852,0.15858,0.01029
1378.14,0.1005,0.21988000000000002,0.23457,0.15647,0.01
1383.58,0.09191,0.20103,0.23097000000000004,0.15449000000000002,0.00971
1389.02,0.08371,0.18301,0.22764,0.15269000000000002,0.009420000000000001
1394.46,0.07588999999999999,0.16577000000000003,0.22451,0.15099,0.009160000000000001
1399.9,0.06844,0.14935000000000004,0.22155,0.14932000000000004,0.008860000000000002
1405.34,0.06253,0.13625,0.21863000000000002,0.14778,0.008610000000000001
1410.78,0.05714000000000001,0.12442,0.21574,0.14625,0.00835
1416.22,0.052039999999999996,0.11308999999999998,0.21283,0.14475,0.00807
1421.66,0.04849,0.10534999999999999,0.20994000000000002,0.14333,0.00779
1427.1,0.04523,0.09834000000000001,0.20712999999999995,0.14196,0.007520000000000001
1432.54,0.04239,0.09223,0.20442999999999997,0.14066,0.007250000000000001
1437.98,0.04039,0.0879,0.20189,0.13953000000000002,0.006959999999999999
1443.43,0.03841,0.08353,0.19959,0.13848,0.0067
1448.87,0.03709,0.08097,0.19749999999999995,0.13768000000000002,0.00645
1454.31,0.03594,0.07887999999999999,0.19563999999999998,0.13706000000000002,0.00618
1459.75,0.03475,0.07667999999999998,0.19391,0.13656,0.00594
1465.19,0.034140000000000004,0.07581,0.19227,0.13614,0.00568
1470.63,0.033240000000000006,0.07429,0.19058000000000003,0.13571,0.00541
1476.07,0.03199,0.07184,0.18874,0.13512000000000002,0.00514
1481.51,0.0304,0.06856,0.18661999999999998,0.13432,0.00487
1486.95,0.03191000000000001,0.0735,0.18397999999999998,0.13407,0.0046
1492.39,0.033389999999999996,0.07840000000000001,0.18131,0.13386,0.004339999999999999
1497.83,0.03598,0.08521,0.19044,0.13707,0.003999999999999999
1503.27,0.040150000000000005,0.09591999999999999,0.20609999999999995,0.14604,0.004370000000000001
1508.71,0.04034,0.09761,0.20246,0.14304,0.00456
1514.15,0.04571,0.11118999999999998,0.22372,0.15624,0.005019999999999999
1519.59,0.04791,0.11718999999999999,0.22820000000000001,0.15811999999999998,0.004850000000000001
1525.03,0.050280000000000005,0.12429000000000001,0.23500000000000004,0.16154,0.004880000000000001
1530.47,0.052700000000000004,0.12997000000000003,0.23798000000000002,0.16377,0.00525
1535.91,0.05582999999999999,0.13945000000000002,0.2466,0.1688,0.00563
1541.35,0.05836000000000001,0.14625000000000002,0.25145999999999996,0.17196000000000003,0.005699999999999999
1546.8,0.06049,0.15184999999999998,0.25422,0.17324,0.00582
1552.24,0.06227999999999999,0.15675,0.25709,0.17409999999999998,0.00583
1557.68,0.06477999999999999,0.16314,0.26055,0.17648,0.00588
1563.12,0.06584999999999999,0.16429999999999997,0.25624,0.17307999999999998,0.005790000000000001
1568.56,0.07044,0.17701999999999996,0.26916,0.18109000000000003,0.006070000000000001
1574.0,0.0693,0.17506000000000002,0.26163000000000003,0.17667999999999998,0.005540000000000001
1579.44,0.06988,0.17466999999999996,0.25742000000000004,0.17327,0.00624
1584.88,0.07179999999999999,0.17862,0.25805,0.17426999999999998,0.00605
1590.32,0.07355,0.18389,0.26169,0.17521,0.0058200000000000005
1595.76,0.07444,0.18519,0.25871,0.17232999999999998,0.0059
1601.2,0.07843,0.19565000000000002,0.26952000000000004,0.17968,0.0061600000000000005
1606.64,0.07977999999999999,0.19758,0.26928,0.17905,0.006280000000000001
1612.08,0.08283,0.20451999999999998,0.276,0.18366999999999997,0.00618
1617.52,0.08062,0.19846999999999998,0.26552,0.17493,0.006169999999999999
1622.96,0.08297999999999998,0.20403,0.26965999999999996,0.17724,0.006279999999999999
1628.4,0.08527000000000001,0.20929999999999999,0.27328,0.18086999999999998,0.0062
1633.84,0.08585999999999999,0.21006999999999998,0.27205,0.17936,0.00625
1639.28,0.08801,0.21502,0.27641,0.18157,0.00648
1644.72,0.08764,0.21471,0.27434000000000003,0.17960000000000004,0.006670000000000001
1650.17,0.08713,0.21520999999999998,0.27321,0.17861,0.00619
1655.61,0.08762,0.21688000000000002,0.27478,0.17913,0.00629
1661.05,0.08856,0.21760000000000002,0.27601,0.17979,0.00651
1666.49,0.08805,0.21817999999999996,0.27360999999999996,0.17973,0.006520000000000001
1671.93,0.08851,0.21817999999999999,0.27525,0.17986,0.006659999999999999
1677.37,0.08891999999999999,0.22144000000000003,0.28015,0.18270999999999998,0.00634
1682.81,0.08872,0.22097000000000003,0.27993000000000007,0.18346,0.00636
1688.25,0.08651,0.21752,0.27732999999999997,0.18132,0.0064
1693.69,0.08514999999999999,0.21406,0.27554,0.18048999999999998,0.006599999999999999
1699.13,0.08393,0.21227999999999997,0.27445,0.18055000000000002,0.0059900000000000005
1704.57,0.08259,0.20956999999999998,0.27199,0.17878999999999995,0.006039999999999999
1710.01,0.07982,0.20617999999999997,0.27081,0.17789000000000002,0.00633
1715.45,0.07875,0.20478000000000002,0.27161,0.17753999999999998,0.006240000000000001
1720.89,0.07771000000000002,0.20146999999999998,0.26888999999999996,0.17647000000000002,0.006409999999999999
1726.33,0.07569999999999999,0.19701000000000002,0.26651,0.17565999999999998,0.00608
1731.77,0.07409999999999999,0.19158,0.26132,0.17242000000000002,0.00588
1737.21,0.07670000000000002,0.19722,0.27135,0.17954,0.00593
1742.65,0.07375999999999999,0.18806,0.26144,0.17307999999999998,0.00596
1748.09,0.07366000000000002,0.18917,0.26791000000000004,0.17609000000000002,0.00579
1753.54,0.07147,0.18417999999999998,0.26503,0.17482,0.00587
1758.98,0.06964,0.17761,0.25932,0.17267000000000002,0.00477
1764.42,0.06937000000000001,0.17626999999999998,0.2592,0.17289000000000002,0.00565
1769.86,0.0633,0.15863,0.23672999999999997,0.15959,0.00517
1775.3,0.06445,0.15977999999999998,0.24203999999999998,0.16157,0.00591
1780.74,0.06035999999999999,0.14881999999999998,0.23998,0.16014,0.00605
1786.18,0.058620000000000005,0.14474,0.23764,0.15935,0.00623
1791.62,0.05685999999999999,0.14055,0.23506,0.15841,0.006359999999999999
1797.06,0.05504,0.13603,0.23226999999999998,0.15727,0.006520000000000001
1802.5,0.05256999999999999,0.1298,0.22934000000000002,0.15586999999999998,0.00668
1807.94,0.043820000000000005,0.10659,0.22634000000000004,0.15270999999999998,0.006809999999999999
1813.38,0.03541,0.08428999999999999,0.22329,0.14952,0.00697
1818.82,0.02732,0.06283000000000001,0.22029,0.14634,0.007090000000000001
1824.26,0.01958,0.04228,0.21738999999999997,0.14320000000000002,0.00723
1829.7,0.01774,0.03782999999999999,0.21461000000000002,0.14185,0.007360000000000001
1835.14,0.01684,0.03584,0.21198999999999998,0.14085000000000003,0.0075
1840.58,0.01595,0.03393,0.20950000000000002,0.13991000000000003,0.00762
1846.02,0.015099999999999999,0.03204,0.2072,0.13907,0.007769999999999999
1851.46,0.014360000000000001,0.030420000000000003,0.20501999999999998,0.13828000000000001,0.00792
1856.91,0.013850000000000001,0.029330000000000002,0.20298999999999995,0.13761,0.008060000000000001
1862.35,0.013329999999999998,0.028269999999999997,0.20105,0.13696000000000003,0.00821
1867.79,0.01283,0.027210000000000005,0.19917,0.13634,0.008369999999999999
1873.23,0.01237,0.026189999999999998,0.19736,0.13577,0.00851
1878.67,0.01185,0.025070000000000002,0.19554000000000002,0.13518,0.008650000000000001
1884.11,0.01131,0.023909999999999997,0.19372,0.13461,0.008790000000000001
1889.55,0.010789999999999998,0.022819999999999997,0.19192000000000004,0.13403,0.00895
1894.99,0.01031,0.02172,0.19011,0.13347,0.009099999999999999
1900.43,0.009839999999999998,0.02073,0.18832,0.13289,0.00924
1905.87,0.00964,0.020300000000000002,0.18656999999999999,0.13235,0.009410000000000002
1911.31,0.00944,0.019860000000000003,0.18489000000000003,0.13184,0.00957
1916.75,0.00922,0.019400000000000004,0.18326,0.13136,0.00972
1922.19,0.0091,0.01906,0.18176,0.13096000000000002,0.009880000000000002
1927.63,0.00903,0.018959999999999998,0.18034,0.13062,0.010040000000000002
1933.07,0.00895,0.018770000000000002,0.17908,0.13037,0.01022
1938.51,0.008830000000000001,0.01854,0.17792999999999998,0.13015000000000002,0.01042
1943.95,0.00872,0.01828,0.17686000000000002,0.13001000000000001,0.010600000000000002
1949.39,0.0086,0.01805,0.17586,0.12994,0.010780000000000001
1954.83,0.00885,0.018959999999999998,0.1749,0.13038999999999998,0.010989999999999998
1960.28,0.009039999999999998,0.019710000000000002,0.17395,0.13084,0.011210000000000001
1965.72,0.00913,0.020239999999999998,0.17293999999999998,0.13126,0.01141
