# Hyperspectral spectrum export
# Source: data\images\221000_Odra_HS_Blok_A_015_VS_join_atm.hdr
# Pixel: col=1775  row=1229
# data ignore value: 15000.0
# reflectance scale factor: 10000.0
wavelength_nm,dn_value,valid
414.13,216,1
417.32,250,1
420.52,270,1
423.72,243,1
426.91,271,1
430.11,325,1
433.31,248,1
436.5,289,1
439.7,291,1
442.9,295,1
446.09,283,1
449.29,274,1
452.49,277,1
455.68,267,1
458.88,292,1
462.08,272,1
465.27,298,1
468.47,280,1
471.67,274,1
474.86,284,1
478.06,313,1
481.26,320,1
484.45,312,1
487.65,313,1
490.85,311,1
494.04,313,1
497.24,341,1
500.43,348,1
503.63,352,1
506.83,353,1
510.03,390,1
513.22,425,1
516.42,483,1
519.61,481,1
522.81,523,1
526.01,586,1
529.2,596,1
532.4,646,1
535.6,656,1
538.79,707,1
541.99,709,1
545.19,727,1
548.38,733,1
551.58,751,1
554.78,767,1
557.97,762,1
561.17,736,1
564.37,732,1
567.56,716,1
570.76,721,1
573.96,677,1
577.15,659,1
580.35,658,1
583.55,632,1
586.74,666,1
589.94,659,1
593.14,641,1
596.33,617,1
599.53,620,1
602.73,626,1
605.92,613,1
609.12,626,1
612.32,599,1
615.51,603,1
618.71,591,1
621.91,603,1
625.1,606,1
628.3,591,1
631.5,585,1
634.69,601,1
637.89,586,1
641.09,602,1
644.28,602,1
647.48,580,1
650.67,548,1
653.87,553,1
657.07,562,1
660.27,508,1
663.46,521,1
666.66,506,1
669.85,526,1
673.05,531,1
676.25,507,1
679.45,533,1
682.64,520,1
685.84,617,1
689.03,750,1
692.23,882,1
695.43,1015,1
698.62,1147,1
701.82,1280,1
705.02,1413,1
708.21,1545,1
711.41,1678,1
714.61,1810,1
717.8,1943,1
721,2075,1
724.2,2208,1
727.39,2340,1
730.59,2473,1
733.79,2605,1
736.98,2738,1
740.18,2870,1
743.38,2963,1
746.57,3084,1
749.77,3167,1
752.97,3209,1
756.16,3252,1
759.36,3295,1
762.56,3338,1
765.75,3381,1
768.95,3423,1
772.15,3466,1
775.34,3550,1
778.54,3556,1
781.74,3515,1
784.93,3576,1
788.13,3596,1
791.33,3615,1
794.52,3633,1
797.72,3652,1
800.92,3670,1
804.11,3689,1
807.31,3708,1
810.51,3726,1
813.7,3745,1
816.9,3763,1
820.1,3782,1
823.29,3801,1
826.49,3819,1
829.68,3838,1
832.88,3856,1
836.08,3875,1
839.28,3893,1
842.47,3912,1
845.67,3965,1
848.86,3992,1
852.06,4023,1
855.26,3893,1
858.46,3916,1
861.65,3933,1
864.85,4225,1
868.04,3996,1
871.24,3840,1
874.44,4038,1
877.63,3997,1
880.83,4137,1
884.03,4120,1
887.22,4232,1
890.42,4194,1
893.62,4251,1
896.81,4254,1
900.01,4246,1
903.21,4240,1
906.4,4230,1
909.6,4221,1
912.8,4212,1
915.99,4202,1
919.19,4189,1
922.39,4175,1
925.58,4163,1
928.78,4151,1
931.98,4137,1
935.17,4114,1
938.37,4092,1
941.57,4072,1
944.76,4057,1
947.96,4039,1
951.16,4020,1
954.35,4001,1
957.55,3985,1
960.75,3970,1
963.94,3955,1
967.14,3939,1
970.1,3923,1
975.54,3910,1
980.98,3889,1
986.42,3872,1
991.86,3856,1
997.3,3839,1
1002.74,3861,1
1008.18,3865,1
1013.62,3931,1
1019.06,4057,1
1024.5,4062,1
1029.95,4052,1
1035.39,3988,1
1040.83,4010,1
1046.27,4040,1
1051.71,4109,1
1057.15,4224,1
1062.59,4234,1
1068.03,4269,1
1073.47,4150,1
1078.91,4153,1
1084.35,4153,1
1089.79,4106,1
1095.23,4079,1
1100.67,4060,1
1106.11,4036,1
1111.55,4011,1
1116.99,3979,1
1122.43,3937,1
1127.87,3885,1
1133.32,3820,1
1138.76,3734,1
1144.2,3646,1
1149.64,3568,1
1155.08,3499,1
1160.52,3435,1
1165.96,3387,1
1171.4,3348,1
1176.84,3313,1
1182.28,3293,1
1187.72,3406,1
1193.16,3520,1
1198.6,3775,1
1204.04,3592,1
1209.48,3718,1
1214.92,3676,1
1220.36,3783,1
1225.8,3860,1
1231.24,3880,1
1236.69,3973,1
1242.13,4020,1
1247.57,4083,1
1253.01,4153,1
1258.45,4223,1
1263.89,4304,1
1269.33,4120,1
1274.77,3928,1
1280.21,4122,1
1285.65,4080,1
1291.09,4155,1
1296.53,4159,1
1301.97,4165,1
1307.41,4021,1
1312.85,4037,1
1318.29,3762,1
1323.73,3727,1
1329.17,4331,1
1334.61,4098,1
1340.06,3959,1
1345.5,3822,1
1350.94,3644,1
1356.38,3466,1
1361.82,3293,1
1367.26,3127,1
1372.7,2965,1
1378.14,2764,1
1383.58,2539,1
1389.02,2323,1
1394.46,2116,1
1399.9,1919,1
1405.34,1759,1
1410.78,1614,1
1416.22,1475,1
1421.66,1379,1
1427.1,1291,1
1432.54,1213,1
1437.98,1154,1
1443.43,1094,1
1448.87,1060,1
1454.31,1032,1
1459.75,1003,1
1465.19,987,1
1470.63,965,1
1476.07,927,1
1481.51,879,1
1486.95,936,1
1492.39,994,1
1497.83,1109,1
1503.27,1292,1
1508.71,1295,1
1514.15,1510,1
1519.59,1567,1
1525.03,1687,1
1530.47,1761,1
1535.91,1891,1
1541.35,1966,1
1546.8,2058,1
1552.24,2090,1
1557.68,2182,1
1563.12,2191,1
1568.56,2373,1
1574,2302,1
1579.44,2294,1
1584.88,2354,1
1590.32,2400,1
1595.76,2420,1
1601.2,2545,1
1606.64,2531,1
1612.08,2622,1
1617.52,2556,1
1622.96,2612,1
1628.4,2704,1
1633.84,2703,1
1639.28,2739,1
1644.72,2747,1
1650.17,2744,1
1655.61,2737,1
1661.05,2797,1
1666.49,2809,1
1671.93,2776,1
1677.37,2854,1
1682.81,2821,1
1688.25,2792,1
1693.69,2758,1
1699.13,2720,1
1704.57,2673,1
1710.01,2655,1
1715.45,2642,1
1720.89,2574,1
1726.33,2508,1
1731.77,2489,1
1737.21,2541,1
1742.65,2453,1
1748.09,2441,1
1753.54,2463,1
1758.98,2327,1
1764.42,2323,1
1769.86,2075,1
1775.3,2133,1
1780.74,1985,1
1786.18,1938,1
1791.62,1889,1
1797.06,1832,1
1802.5,1752,1
1807.94,1439,1
1813.38,1138,1
1818.82,849,1
1824.26,570,1
1829.7,514,1
1835.14,491,1
1840.58,469,1
1846.02,448,1
1851.46,429,1
1856.91,416,1
1862.35,403,1
1867.79,390,1
1873.23,377,1
1878.67,364,1
1884.11,350,1
1889.55,337,1
1894.99,323,1
1900.43,311,1
1905.87,304,1
1911.31,296,1
1916.75,289,1
1922.19,283,1
1927.63,279,1
1933.07,275,1
1938.51,271,1
1943.95,266,1
1949.39,262,1
1954.83,279,1
1960.28,293,1
1965.72,305,1
1971.16,301,1
1976.6,292,1
1982.04,287,1
1987.48,433,1
1992.92,579,1
1998.36,488,1
2003.8,607,1
2009.24,727,1
2014.68,759,1
2020.12,867,1
2025.56,861,1
2031,894,1
2036.44,891,1
2041.88,901,1
2047.32,877,1
2052.76,926,1
2058.2,928,1
2063.65,977,1
2069.09,965,1
2074.53,1051,1
2079.97,1050,1
2085.41,1062,1
2090.85,1073,1
2096.29,1085,1
2101.73,1134,1
2107.17,1114,1
2112.61,1127,1
2118.05,1161,1
2123.49,1155,1
2128.93,1261,1
2134.37,1249,1
2139.81,1257,1
2145.25,1267,1
2150.69,1276,1
2156.13,1301,1
2161.57,1307,1
2167.02,1355,1
2172.46,1324,1
2177.9,1329,1
2183.34,1335,1
2188.78,1385,1
2194.22,1362,1
2199.66,1430,1
2205.1,1434,1
2210.54,1373,1
2215.98,1387,1
2221.42,1425,1
2226.86,1362,1
2232.3,1366,1
2237.74,1327,1
2243.18,1343,1
2248.62,1295,1
2254.06,1269,1
2259.5,1218,1
2264.94,1169,1
2270.39,1158,1
2275.83,1133,1
2281.27,1107,1
2286.71,1109,1
2292.15,1126,1
2297.59,1122,1
2303.03,1015,1
2308.47,992,1
2313.91,910,1
2319.35,1009,1
2324.79,994,1
2330.23,905,1
2335.67,802,1
2341.11,875,1
2346.55,780,1
2351.99,876,1
2357.43,869,1
2362.87,688,1
2368.32,683,1
2373.76,749,1
2379.2,694,1
2384.64,808,1
2390.08,787,1
2395.52,588,1
2400.96,625,1
2406.4,623,1
2411.84,572,1
2417.28,654,1
2422.72,552,1
2428.16,553,1
2433.6,318,1
2439.04,494,1
2444.48,253,1
2449.92,468,1
2455.36,524,1
2460.8,372,1
2466.24,200,1
2471.69,505,1
2477.13,165,1
2482.57,652,1
2488.01,3843,1
2493.45,6085,1
2498.89,2044,1
