# Hyperspectral spectrum export
# Source: data\images\221000_Odra_HS_Blok_A_015_VS_join_atm.hdr
# Pixel: col=437  row=2654
# data ignore value: 15000.0
# reflectance scale factor: 10000.0
wavelength_nm,dn_value,valid
414.13,151,1
417.32,157,1
420.52,165,1
423.72,180,1
426.91,170,1
430.11,184,1
433.31,152,1
436.5,179,1
439.7,186,1
442.9,190,1
446.09,199,1
449.29,173,1
452.49,188,1
455.68,178,1
458.88,198,1
462.08,191,1
465.27,182,1
468.47,187,1
471.67,191,1
474.86,194,1
478.06,199,1
481.26,209,1
484.45,215,1
487.65,205,1
490.85,202,1
494.04,202,1
497.24,228,1
500.43,240,1
503.63,230,1
506.83,247,1
510.03,247,1
513.22,282,1
516.42,335,1
519.61,356,1
522.81,365,1
526.01,422,1
529.2,429,1
532.4,452,1
535.6,505,1
538.79,525,1
541.99,527,1
545.19,539,1
548.38,548,1
551.58,560,1
554.78,539,1
557.97,590,1
561.17,548,1
564.37,523,1
567.56,538,1
570.76,502,1
573.96,491,1
577.15,487,1
580.35,458,1
583.55,453,1
586.74,461,1
589.94,457,1
593.14,449,1
596.33,428,1
599.53,438,1
602.73,453,1
605.92,432,1
609.12,434,1
612.32,422,1
615.51,416,1
618.71,407,1
621.91,398,1
625.1,402,1
628.3,405,1
631.5,384,1
634.69,382,1
637.89,393,1
641.09,393,1
644.28,374,1
647.48,366,1
650.67,357,1
653.87,335,1
657.07,347,1
660.27,318,1
663.46,314,1
666.66,322,1
669.85,309,1
673.05,295,1
676.25,312,1
679.45,306,1
682.64,299,1
685.84,348,1
689.03,457,1
692.23,566,1
695.43,675,1
698.62,784,1
701.82,894,1
705.02,1003,1
708.21,1112,1
711.41,1221,1
714.61,1330,1
717.8,1439,1
721,1548,1
724.2,1657,1
727.39,1766,1
730.59,1875,1
733.79,1985,1
736.98,2094,1
740.18,2203,1
743.38,2262,1
746.57,2373,1
749.77,2361,1
752.97,2394,1
756.16,2428,1
759.36,2462,1
762.56,2496,1
765.75,2529,1
768.95,2563,1
772.15,2597,1
775.34,2706,1
778.54,2674,1
781.74,2684,1
784.93,2718,1
788.13,2687,1
791.33,2702,1
794.52,2717,1
797.72,2732,1
800.92,2746,1
804.11,2761,1
807.31,2776,1
810.51,2791,1
813.7,2806,1
816.9,2821,1
820.1,2835,1
823.29,2850,1
826.49,2865,1
829.68,2880,1
832.88,2895,1
836.08,2910,1
839.28,2924,1
842.47,2939,1
845.67,2967,1
848.86,3042,1
852.06,2967,1
855.26,3013,1
858.46,2859,1
861.65,2938,1
864.85,3157,1
868.04,3054,1
871.24,2993,1
874.44,2975,1
877.63,3037,1
880.83,3140,1
884.03,3161,1
887.22,3168,1
890.42,3096,1
893.62,3088,1
896.81,3092,1
900.01,3094,1
903.21,3098,1
906.4,3098,1
909.6,3099,1
912.8,3101,1
915.99,3101,1
919.19,3098,1
922.39,3095,1
925.58,3092,1
928.78,3090,1
931.98,3087,1
935.17,3075,1
938.37,3065,1
941.57,3056,1
944.76,3051,1
947.96,3044,1
951.16,3035,1
954.35,3026,1
957.55,3021,1
960.75,3017,1
963.94,3013,1
967.14,3008,1
970.1,3004,1
975.54,3001,1
980.98,2999,1
986.42,3002,1
991.86,3005,1
997.3,3005,1
1002.74,3036,1
1008.18,3129,1
1013.62,3171,1
1019.06,3200,1
1024.5,3244,1
1029.95,3218,1
1035.39,3198,1
1040.83,3232,1
1046.27,3247,1
1051.71,3299,1
1057.15,3357,1
1062.59,3354,1
1068.03,3359,1
1073.47,3298,1
1078.91,3263,1
1084.35,3273,1
1089.79,3231,1
1095.23,3210,1
1100.67,3199,1
1106.11,3182,1
1111.55,3164,1
1116.99,3139,1
1122.43,3106,1
1127.87,3067,1
1133.32,3017,1
1138.76,2944,1
1144.2,2868,1
1149.64,2803,1
1155.08,2749,1
1160.52,2701,1
1165.96,2663,1
1171.4,2635,1
1176.84,2610,1
1182.28,2597,1
1187.72,2681,1
1193.16,2765,1
1198.6,2778,1
1204.04,2848,1
1209.48,2902,1
1214.92,2956,1
1220.36,2977,1
1225.8,3057,1
1231.24,3067,1
1236.69,3086,1
1242.13,3095,1
1247.57,3107,1
1253.01,3122,1
1258.45,3062,1
1263.89,3100,1
1269.33,3323,1
1274.77,3222,1
1280.21,3202,1
1285.65,3181,1
1291.09,3099,1
1296.53,3014,1
1301.97,2963,1
1307.41,2829,1
1312.85,2779,1
1318.29,2636,1
1323.73,2497,1
1329.17,2351,1
1334.61,2237,1
1340.06,2169,1
1345.5,2101,1
1350.94,2009,1
1356.38,1916,1
1361.82,1827,1
1367.26,1744,1
1372.7,1664,1
1378.14,1558,1
1383.58,1436,1
1389.02,1319,1
1394.46,1206,1
1399.9,1097,1
1405.34,1012,1
1410.78,934,1
1416.22,859,1
1421.66,811,1
1427.1,767,1
1432.54,730,1
1437.98,706,1
1443.43,681,1
1448.87,672,1
1454.31,668,1
1459.75,664,1
1465.19,672,1
1470.63,677,1
1476.07,675,1
1481.51,667,1
1486.95,751,1
1492.39,834,1
1497.83,865,1
1503.27,930,1
1508.71,968,1
1514.15,1043,1
1519.59,1085,1
1525.03,1135,1
1530.47,1157,1
1535.91,1218,1
1541.35,1280,1
1546.8,1318,1
1552.24,1368,1
1557.68,1390,1
1563.12,1409,1
1568.56,1468,1
1574,1487,1
1579.44,1491,1
1584.88,1520,1
1590.32,1559,1
1595.76,1550,1
1601.2,1657,1
1606.64,1678,1
1612.08,1733,1
1617.52,1683,1
1622.96,1730,1
1628.4,1767,1
1633.84,1774,1
1639.28,1825,1
1644.72,1810,1
1650.17,1829,1
1655.61,1847,1
1661.05,1837,1
1666.49,1844,1
1671.93,1853,1
1677.37,1854,1
1682.81,1867,1
1688.25,1815,1
1693.69,1799,1
1699.13,1769,1
1704.57,1747,1
1710.01,1721,1
1715.45,1713,1
1720.89,1678,1
1726.33,1632,1
1731.77,1603,1
1737.21,1654,1
1742.65,1597,1
1748.09,1595,1
1753.54,1551,1
1758.98,1516,1
1764.42,1492,1
1769.86,1341,1
1775.3,1350,1
1780.74,1259,1
1786.18,1227,1
1791.62,1194,1
1797.06,1158,1
1802.5,1108,1
1807.94,912,1
1813.38,722,1
1818.82,539,1
1824.26,364,1
1829.7,326,1
1835.14,311,1
1840.58,295,1
1846.02,280,1
1851.46,267,1
1856.91,259,1
1862.35,250,1
1867.79,242,1
1873.23,234,1
1878.67,225,1
1884.11,216,1
1889.55,207,1
1894.99,198,1
1900.43,190,1
1905.87,187,1
1911.31,184,1
1916.75,180,1
1922.19,178,1
1927.63,178,1
1933.07,177,1
1938.51,176,1
1943.95,174,1
1949.39,173,1
1954.83,184,1
1960.28,194,1
1965.72,202,1
1971.16,201,1
1976.6,197,1
1982.04,196,1
1987.48,301,1
1992.92,407,1
1998.36,486,1
2003.8,392,1
2009.24,553,1
2014.68,368,1
2020.12,331,1
2025.56,443,1
2031,451,1
2036.44,532,1
2041.88,547,1
2047.32,554,1
2052.76,586,1
2058.2,515,1
2063.65,628,1
2069.09,565,1
2074.53,595,1
2079.97,620,1
2085.41,565,1
2090.85,619,1
2096.29,627,1
2101.73,621,1
2107.17,637,1
2112.61,664,1
2118.05,684,1
2123.49,687,1
2128.93,691,1
2134.37,750,1
2139.81,730,1
2145.25,761,1
2150.69,757,1
2156.13,772,1
2161.57,807,1
2167.02,785,1
2172.46,776,1
2177.9,793,1
2183.34,843,1
2188.78,823,1
2194.22,832,1
2199.66,825,1
2205.1,835,1
2210.54,862,1
2215.98,811,1
2221.42,876,1
2226.86,880,1
2232.3,830,1
2237.74,898,1
2243.18,817,1
2248.62,817,1
2254.06,781,1
2259.5,802,1
2264.94,725,1
2270.39,714,1
2275.83,614,1
2281.27,650,1
2286.71,719,1
2292.15,696,1
2297.59,660,1
2303.03,539,1
2308.47,600,1
2313.91,708,1
2319.35,572,1
2324.79,501,1
2330.23,549,1
2335.67,515,1
2341.11,519,1
2346.55,569,1
2351.99,585,1
2357.43,412,1
2362.87,562,1
2368.32,638,1
2373.76,592,1
2379.2,524,1
2384.64,467,1
2390.08,409,1
2395.52,470,1
2400.96,417,1
2406.4,371,1
2411.84,456,1
2417.28,166,1
2422.72,254,1
2428.16,273,1
2433.6,556,1
2439.04,342,1
2444.48,570,1
2449.92,357,1
2455.36,296,1
2460.8,535,1
2466.24,322,1
2471.69,699,1
2477.13,192,1
2482.57,1940,1
2488.01,3874,1
2493.45,3408,1
2498.89,55,1
