wavelength_nm,value
414.13,0.0191
417.32,0.0215
420.52,0.0251
423.72,0.0213
426.91,0.023
430.11,0.0287
433.31,0.0214
436.5,0.027
439.7,0.0236
442.9,0.0242
446.09,0.0242
449.29,0.0231
452.49,0.024
455.68,0.0237
458.88,0.0249
462.08,0.026
465.27,0.0249
468.47,0.0238
471.67,0.0243
474.86,0.0239
478.06,0.026
481.26,0.0279
484.45,0.0275
487.65,0.0261
490.85,0.0261
494.04,0.0273
497.24,0.0279
500.43,0.0306
503.63,0.0286
506.83,0.0309
510.03,0.034
513.22,0.0368
516.42,0.0424
519.61,0.0421
522.81,0.0477
526.01,0.0533
529.2,0.0547
532.4,0.0609
535.6,0.063
538.79,0.0645
541.99,0.0668
545.19,0.0695
548.38,0.0675
551.58,0.0699
554.78,0.0687
557.97,0.0726
561.17,0.0679
564.37,0.0669
567.56,0.0646
570.76,0.0638
573.96,0.0595
577.15,0.056
580.35,0.0538
583.55,0.0532
586.74,0.0541
589.94,0.0532
593.14,0.0527
596.33,0.0515
599.53,0.0501
602.73,0.0524
605.92,0.0523
609.12,0.0519
612.32,0.0473
615.51,0.0464
618.71,0.0462
621.91,0.0457
625.1,0.0464
628.3,0.0453
631.5,0.0447
634.69,0.0457
637.89,0.0455
641.09,0.0461
644.28,0.0435
647.48,0.0432
650.67,0.0393
653.87,0.0374
657.07,0.0387
660.27,0.0351
663.46,0.0369
666.66,0.0385
669.85,0.0343
673.05,0.0341
676.25,0.0345
679.45,0.036
682.64,0.0349
685.84,0.0414
689.03,0.0559
692.23,0.0704
695.43,0.0849
698.62,0.0994
701.82,0.1139
705.02,0.1284
708.21,0.1429
711.41,0.1574
714.61,0.1719
717.8,0.1864
721.0,0.2009
724.2,0.2154
727.39,0.2299
730.59,0.2444
733.79,0.2589
736.98,0.2734
740.18,0.2879
743.38,0.2921
746.57,0.3163
749.77,0.3153
752.97,0.3183
756.16,0.3214
759.36,0.3244
762.56,0.3275
765.75,0.3305
768.95,0.3336
772.15,0.3366
775.34,0.3427
778.54,0.346
781.74,0.338
784.93,0.3467
788.13,0.3477
791.33,0.3487
794.52,0.3496
797.72,0.3505
800.92,0.3514
804.11,0.3523
807.31,0.3532
810.51,0.3542
813.7,0.3551
816.9,0.356
820.1,0.3569
823.29,0.3578
826.49,0.3587
829.68,0.3596
832.88,0.3606
836.08,0.3615
839.28,0.3624
842.47,0.3633
845.67,0.3702
848.86,0.3747
852.06,0.3647
855.26,0.365
858.46,0.3631
861.65,0.3608
864.85,0.3772
868.04,0.3673
871.24,0.3671
874.44,0.3727
877.63,0.3678
880.83,0.3751
884.03,0.3796
887.22,0.3732
890.42,0.3815
893.62,0.3852
896.81,0.3858
900.01,0.3851
903.21,0.3846
906.4,0.3836
909.6,0.3828
912.8,0.382
915.99,0.381
919.19,0.3797
922.39,0.3781
925.58,0.3768
928.78,0.3755
931.98,0.3741
935.17,0.3716
938.37,0.3693
941.57,0.3672
944.76,0.3656
947.96,0.3637
951.16,0.3614
954.35,0.3594
957.55,0.3577
960.75,0.3563
963.94,0.3548
967.14,0.3533
970.1,0.3518
975.54,0.3506
980.98,0.3488
986.42,0.3475
991.86,0.3463
997.3,0.3447
1002.74,0.3465
1008.18,0.3567
1013.62,0.3601
1019.06,0.3633
1024.5,0.3663
1029.95,0.3624
1035.39,0.3617
1040.83,0.3619
1046.27,0.3684
1051.71,0.3731
1057.15,0.3744
1062.59,0.3776
1068.03,0.3806
1073.47,0.3705
1078.91,0.3633
1084.35,0.3653
1089.79,0.3608
1095.23,0.359
1100.67,0.3584
1106.11,0.357
1111.55,0.3555
1116.99,0.3532
1122.43,0.35
1127.87,0.3462
1133.32,0.341
1138.76,0.333
1144.2,0.3247
1149.64,0.3176
1155.08,0.312
1160.52,0.3071
1165.96,0.3034
1171.4,0.3008
1176.84,0.2986
1182.28,0.2976
1187.72,0.3074
1193.16,0.3172
1198.6,0.3209
1204.04,0.3282
1209.48,0.3333
1214.92,0.3418
1220.36,0.3423
1225.8,0.3502
1231.24,0.3516
1236.69,0.3542
1242.13,0.357
1247.57,0.3571
1253.01,0.3546
1258.45,0.3485
1263.89,0.3539
1269.33,0.3794
1274.77,0.3672
1280.21,0.3654
1285.65,0.3607
1291.09,0.3523
1296.53,0.345
1301.97,0.3384
1307.41,0.3255
1312.85,0.3199
1318.29,0.3031
1323.73,0.2886
1329.17,0.2725
1334.61,0.2598
1340.06,0.2521
1345.5,0.2446
1350.94,0.234
1356.38,0.2233
1361.82,0.2132
1367.26,0.2039
1372.7,0.1949
1378.14,0.1827
1383.58,0.1686
1389.02,0.1549
1394.46,0.1418
1399.9,0.1291
1405.34,0.1192
1410.78,0.1102
1416.22,0.1015
1421.66,0.096
1427.1,0.0911
1432.54,0.0869
1437.98,0.0845
1443.43,0.082
1448.87,0.0814
1454.31,0.0813
1459.75,0.0813
1465.19,0.083
1470.63,0.0843
1476.07,0.0848
1481.51,0.0848
1486.95,0.0966
1492.39,0.1085
1497.83,0.1151
1503.27,0.1202
1508.71,0.1233
1514.15,0.1376
1519.59,0.1414
1525.03,0.1466
1530.47,0.153
1535.91,0.1603
1541.35,0.1684
1546.8,0.1725
1552.24,0.1771
1557.68,0.1841
1563.12,0.1839
1568.56,0.1967
1574.0,0.1953
1579.44,0.197
1584.88,0.1984
1590.32,0.206
1595.76,0.2046
1601.2,0.2171
1606.64,0.2188
1612.08,0.229
1617.52,0.2213
1622.96,0.2236
1628.4,0.2327
1633.84,0.2317
1639.28,0.2385
1644.72,0.237
1650.17,0.2364
1655.61,0.2403
1661.05,0.24
1666.49,0.2426
1671.93,0.2428
1677.37,0.2441
1682.81,0.2456
1688.25,0.2375
1693.69,0.238
1699.13,0.2339
1704.57,0.2324
1710.01,0.2301
1715.45,0.2289
1720.89,0.223
1726.33,0.2214
1731.77,0.2131
1737.21,0.2205
1742.65,0.2096
1748.09,0.2131
1753.54,0.206
1758.98,0.202
1764.42,0.1981
1769.86,0.1806
1775.3,0.1792
1780.74,0.1672
1786.18,0.1627
1791.62,0.1581
1797.06,0.1532
1802.5,0.1464
1807.94,0.1204
1813.38,0.0953
