wavelength_nm,value
414.13,0.0144
417.32,0.0124
420.52,0.0133
423.72,0.0116
426.91,0.0133
430.11,0.0146
433.31,0.0127
436.5,0.0126
439.7,0.0143
442.9,0.0132
446.09,0.0131
449.29,0.0127
452.49,0.0139
455.68,0.0125
458.88,0.0125
462.08,0.0117
465.27,0.0127
468.47,0.0126
471.67,0.0136
474.86,0.0131
478.06,0.0116
481.26,0.0147
484.45,0.014
487.65,0.0134
490.85,0.0112
494.04,0.0115
497.24,0.0135
500.43,0.0149
503.63,0.0116
506.83,0.0144
510.03,0.0144
513.22,0.0143
516.42,0.0157
519.61,0.0157
522.81,0.0153
526.01,0.0159
529.2,0.0177
532.4,0.0189
535.6,0.0189
538.79,0.0202
541.99,0.0196
545.19,0.0207
548.38,0.0194
551.58,0.0203
554.78,0.02
557.97,0.0208
561.17,0.0199
564.37,0.0184
567.56,0.0195
570.76,0.0185
573.96,0.0174
577.15,0.0163
580.35,0.0166
583.55,0.0164
586.74,0.0164
589.94,0.0162
593.14,0.0154
596.33,0.0154
599.53,0.015
602.73,0.0155
605.92,0.0161
609.12,0.0161
612.32,0.0154
615.51,0.0147
618.71,0.0142
621.91,0.0151
625.1,0.015
628.3,0.0156
631.5,0.0148
634.69,0.0154
637.89,0.0136
641.09,0.0141
644.28,0.0148
647.48,0.0151
650.67,0.0142
653.87,0.0139
657.07,0.0131
660.27,0.0127
663.46,0.0139
666.66,0.0136
669.85,0.0132
673.05,0.0146
676.25,0.0125
679.45,0.0129
682.64,0.0129
685.84,0.015
689.03,0.0229
692.23,0.0308
695.43,0.0387
698.62,0.0466
701.82,0.0545
705.02,0.0624
708.21,0.0703
711.41,0.0782
714.61,0.0861
717.8,0.094
721.0,0.1019
724.2,0.1098
727.39,0.1177
730.59,0.1256
733.79,0.1335
736.98,0.1414
740.18,0.1493
743.38,0.1606
746.57,0.1794
749.77,0.1826
752.97,0.1882
756.16,0.1938
759.36,0.1994
762.56,0.2051
765.75,0.2107
768.95,0.2163
772.15,0.2219
775.34,0.2203
778.54,0.2279
781.74,0.2242
784.93,0.2291
788.13,0.2287
791.33,0.2297
794.52,0.2307
797.72,0.2317
800.92,0.2326
804.11,0.2336
807.31,0.2346
810.51,0.2355
813.7,0.2365
816.9,0.2375
820.1,0.2385
823.29,0.2394
826.49,0.2404
829.68,0.2414
832.88,0.2423
836.08,0.2433
839.28,0.2443
842.47,0.2453
845.67,0.2488
848.86,0.251
852.06,0.2461
855.26,0.2556
858.46,0.2455
861.65,0.2542
864.85,0.2685
868.04,0.2441
871.24,0.2453
874.44,0.2498
877.63,0.2521
880.83,0.2547
884.03,0.2505
887.22,0.2522
890.42,0.2535
893.62,0.2603
896.81,0.2609
900.01,0.2616
903.21,0.2626
906.4,0.263
909.6,0.2636
912.8,0.2643
915.99,0.2647
919.19,0.2648
922.39,0.2647
925.58,0.2648
928.78,0.265
931.98,0.265
935.17,0.2641
938.37,0.2634
941.57,0.2628
944.76,0.2628
947.96,0.2622
951.16,0.2614
954.35,0.2607
957.55,0.2605
960.75,0.2606
963.94,0.2606
967.14,0.2606
970.1,0.2607
975.54,0.261
980.98,0.2618
986.42,0.2632
991.86,0.2646
997.3,0.2654
1002.74,0.2688
1008.18,0.2738
1013.62,0.2809
1019.06,0.289
1024.5,0.2881
1029.95,0.2898
1035.39,0.2873
1040.83,0.2875
1046.27,0.2911
1051.71,0.2975
1057.15,0.3063
1062.59,0.3067
1068.03,0.3081
1073.47,0.3019
1078.91,0.3016
1084.35,0.3026
1089.79,0.2956
1095.23,0.2919
1100.67,0.2896
1106.11,0.2863
1111.55,0.2829
1116.99,0.2786
1122.43,0.2737
1127.87,0.2687
1133.32,0.2623
1138.76,0.2531
1144.2,0.2435
1149.64,0.2353
1155.08,0.229
1160.52,0.2234
1165.96,0.2185
1171.4,0.2146
1176.84,0.2111
1182.28,0.2082
1187.72,0.2112
1193.16,0.2142
1198.6,0.2256
1204.04,0.2184
1209.48,0.2254
1214.92,0.225
1220.36,0.2297
1225.8,0.2368
1231.24,0.24
1236.69,0.2473
1242.13,0.2518
1247.57,0.2554
1253.01,0.2594
1258.45,0.2671
1263.89,0.2721
1269.33,0.2627
1274.77,0.2466
1280.21,0.2596
1285.65,0.2579
1291.09,0.2589
1296.53,0.2607
1301.97,0.2585
1307.41,0.2518
1312.85,0.2471
1318.29,0.2286
1323.73,0.2268
1329.17,0.2582
1334.61,0.2445
1340.06,0.2345
1345.5,0.2246
1350.94,0.2116
1356.38,0.1986
1361.82,0.1866
1367.26,0.1761
1372.7,0.1658
1378.14,0.1526
1383.58,0.1377
1389.02,0.1235
1394.46,0.11
1399.9,0.0973
1405.34,0.0874
1410.78,0.0784
1416.22,0.0699
1421.66,0.0641
1427.1,0.0588
1432.54,0.0542
1437.98,0.0511
1443.43,0.0479
1448.87,0.0456
1454.31,0.0435
1459.75,0.0413
1465.19,0.0398
1470.63,0.0378
1476.07,0.0352
1481.51,0.0321
1486.95,0.0316
1492.39,0.0311
1497.83,0.034
1503.27,0.0407
1508.71,0.0413
1514.15,0.0477
1519.59,0.0508
1525.03,0.0554
1530.47,0.0572
1535.91,0.0623
1541.35,0.0653
1546.8,0.068
1552.24,0.071
1557.68,0.0751
1563.12,0.0767
1568.56,0.0816
1574.0,0.0808
1579.44,0.083
1584.88,0.0861
1590.32,0.0876
1595.76,0.09
1601.2,0.0925
1606.64,0.0946
1612.08,0.0991
1617.52,0.0971
1622.96,0.1006
1628.4,0.1036
1633.84,0.1037
1639.28,0.1075
1644.72,0.1066
1650.17,0.1069
1655.61,0.1071
1661.05,0.1084
1666.49,0.1071
1671.93,0.1061
1677.37,0.1086
1682.81,0.1079
1688.25,0.1065
1693.69,0.1043
1699.13,0.1032
1704.57,0.0995
1710.01,0.0979
1715.45,0.0968
1720.89,0.0949
1726.33,0.0922
1731.77,0.0894
1737.21,0.0923
1742.65,0.0895
1748.09,0.0886
1753.54,0.0861
1758.98,0.0847
1764.42,0.0825
1769.86,0.0775
1775.3,0.0786
1780.74,0.0732
1786.18,0.0707
1791.62,0.0682
1797.06,0.0656
1802.5,0.0623
1807.94,0.0511
1813.38,0.0403
1818.82,0.03
1824.26,0.0202
1829.7,0.0178
1835.14,0.0166
1840.58,0.0155
1846.02,0.0143
1851.46,0.0134
1856.91,0.0127
1862.35,0.0121
1867.79,0.0115
1873.23,0.011
1878.67,0.0103
1884.11,0.0097
1889.55,0.0091
1894.99,0.0085
1900.43,0.0079
1905.87,0.0078
1911.31,0.0076
1916.75,0.0074
1922.19,0.0073
1927.63,0.0073
1933.07,0.0072
1938.51,0.0071
1943.95,0.007
1949.39,0.0068
1954.83,0.0069
1960.28,0.0069
1965.72,0.0069
1971.16,0.0066
1976.6,0.0062
1982.04,0.0058
1987.48,0.0081
1992.92,0.0105
1998.36,0.0064
2003.8,0.0209
2009.24,0.0138
2014.68,0.012
2020.12,0.0227
2025.56,0.0154
2031.0,0.0199
2036.44,0.0183
2041.88,0.0197
2047.32,0.0171
2052.76,0.0226
2058.2,0.0207
2063.65,0.0222
2069.09,0.021
2074.53,0.0233
2079.97,0.026
2085.41,0.0251
2090.85,0.0237
2096.29,0.025
2101.73,0.024
2107.17,0.0252
2112.61,0.0266
2118.05,0.0277
2123.49,0.029
2128.93,0.0277
2134.37,0.0268
2139.81,0.0281
2145.25,0.0296
2150.69,0.027
2156.13,0.0302
2161.57,0.0294
2167.02,0.0332
2172.46,0.031
2177.9,0.0333
2183.34,0.0334
2188.78,0.0347
2194.22,0.0313
2199.66,0.0333
2205.1,0.0344
2210.54,0.0335
2215.98,0.035
2221.42,0.0346
2226.86,0.0352
2232.3,0.0371
2237.74,0.0322
2243.18,0.0334
2248.62,0.0283
2254.06,0.0266
2259.5,0.024
2264.94,0.0268
2270.39,0.0257
2275.83,0.0272
2281.27,0.0176
2286.71,0.0231
2292.15,0.025
2297.59,0.0221
2303.03,0.0211
2308.47,0.0195
2313.91,0.0203
2319.35,0.0208
2324.79,0.021
2330.23,0.0164
2335.67,0.0171
2341.11,0.0194
2346.55,0.0157
2351.99,0.0169
2357.43,0.0137
2362.87,0.0143
2368.32,0.0022
2373.76,0.0168
2379.2,0.0131
2384.64,0.0196
2390.08,0.0121
2395.52,0.0165
2400.96,0.0117
2406.4,0.0137
2411.84,0.0099
2417.28,0.007
2422.72,0.0153
2428.16,0.0056
2433.6,0.0013
2439.04,0.0017
2444.48,0.0406
2449.92,0.0045
2455.36,0.0116
2460.8,0.0087
2466.24,0.0515
2471.69,0.0854
2477.13,0.0738
2482.57,0.286
2488.01,0.4402
2493.45,0.7894
2498.89,0.233
