wavelength_nm,value
414.13,0.0283
417.32,0.0293
420.52,0.0294
423.72,0.0299
426.91,0.0344
430.11,0.034
433.31,0.0293
436.5,0.0351
439.7,0.0332
442.9,0.0339
446.09,0.0357
449.29,0.0352
452.49,0.0372
455.68,0.0363
458.88,0.0405
462.08,0.0403
465.27,0.0379
468.47,0.0385
471.67,0.0392
474.86,0.0423
478.06,0.0431
481.26,0.0469
484.45,0.0475
487.65,0.0456
490.85,0.0459
494.04,0.0462
497.24,0.0503
500.43,0.0512
503.63,0.0505
506.83,0.053
510.03,0.0529
513.22,0.0573
516.42,0.059
519.61,0.0584
522.81,0.0572
526.01,0.0617
529.2,0.0603
532.4,0.0621
535.6,0.0656
538.79,0.0691
541.99,0.0681
545.19,0.0696
548.38,0.0721
551.58,0.0733
554.78,0.0727
557.97,0.0776
561.17,0.075
564.37,0.0779
567.56,0.0769
570.76,0.0798
573.96,0.0801
577.15,0.0787
580.35,0.0804
583.55,0.0827
586.74,0.083
589.94,0.0838
593.14,0.0814
596.33,0.0833
599.53,0.0831
602.73,0.0853
605.92,0.0835
609.12,0.0838
612.32,0.0848
615.51,0.0851
618.71,0.0831
621.91,0.0859
625.1,0.0849
628.3,0.0864
631.5,0.086
634.69,0.0876
637.89,0.0863
641.09,0.0872
644.28,0.0923
647.48,0.0923
650.67,0.0883
653.87,0.0898
657.07,0.0897
660.27,0.084
663.46,0.0896
666.66,0.0892
669.85,0.0894
673.05,0.0885
676.25,0.0883
679.45,0.0893
682.64,0.0905
685.84,0.0976
689.03,0.095
692.23,0.0923
695.43,0.0896
698.62,0.087
701.82,0.0843
705.02,0.0816
708.21,0.079
711.41,0.0763
714.61,0.0736
717.8,0.071
721.0,0.0683
724.2,0.0656
727.39,0.0629
730.59,0.0603
733.79,0.0576
736.98,0.0549
740.18,0.0523
743.38,0.0548
746.57,0.0547
749.77,0.0558
752.97,0.0559
756.16,0.0559
759.36,0.056
762.56,0.0561
765.75,0.0562
768.95,0.0563
772.15,0.0563
775.34,0.0576
778.54,0.0593
781.74,0.0607
784.93,0.058
788.13,0.0623
791.33,0.0612
794.52,0.0602
797.72,0.0592
800.92,0.0581
804.11,0.0571
807.31,0.056
810.51,0.055
813.7,0.054
816.9,0.0529
820.1,0.0519
823.29,0.0508
826.49,0.0498
829.68,0.0488
832.88,0.0477
836.08,0.0467
839.28,0.0457
842.47,0.0446
845.67,0.0461
848.86,0.0442
852.06,0.0496
855.26,0.0468
858.46,0.0439
861.65,0.0414
864.85,0.0434
868.04,0.0396
871.24,0.0395
874.44,0.04
877.63,0.0374
880.83,0.0417
884.03,0.0382
887.22,0.0388
890.42,0.0344
893.62,0.037
896.81,0.037
900.01,0.0363
903.21,0.0357
906.4,0.035
909.6,0.0343
912.8,0.0336
915.99,0.0329
919.19,0.0322
922.39,0.0315
925.58,0.0309
928.78,0.0302
931.98,0.0295
935.17,0.0288
938.37,0.0281
941.57,0.0274
944.76,0.0267
947.96,0.0261
951.16,0.0254
954.35,0.0247
957.55,0.024
960.75,0.0233
963.94,0.0226
967.14,0.0219
970.1,0.0213
975.54,0.0206
980.98,0.0195
986.42,0.0183
991.86,0.0171
997.3,0.016
1002.74,0.0148
1008.18,0.0138
1013.62,0.0117
1019.06,0.0132
1024.5,0.0156
1029.95,0.015
1035.39,0.0141
1040.83,0.0145
1046.27,0.0162
1051.71,0.0164
1057.15,0.0166
1062.59,0.0172
1068.03,0.0177
1073.47,0.0157
1078.91,0.0167
1084.35,0.0164
1089.79,0.016
1095.23,0.0157
1100.67,0.0153
1106.11,0.015
1111.55,0.0146
1116.99,0.0143
1122.43,0.0139
1127.87,0.0136
1133.32,0.0132
1138.76,0.0129
1144.2,0.0125
1149.64,0.0122
1155.08,0.0119
1160.52,0.0115
1165.96,0.0112
1171.4,0.0108
1176.84,0.0105
1182.28,0.0101
1187.72,0.0098
1193.16,0.0094
1198.6,0.0086
1204.04,0.0088
1209.48,0.0092
1214.92,0.0102
1220.36,0.0098
1225.8,0.0102
1231.24,0.0109
1236.69,0.0108
1242.13,0.0106
1247.57,0.011
1253.01,0.0122
1258.45,0.0112
1263.89,0.0109
1269.33,0.0116
1274.77,0.0103
1280.21,0.0101
1285.65,0.0106
1291.09,0.0111
1296.53,0.012
1301.97,0.0116
1307.41,0.0105
1312.85,0.011
1318.29,0.0108
1323.73,0.0094
1329.17,0.0113
1334.61,0.011
1340.06,0.0106
1345.5,0.0103
1350.94,0.0099
1356.38,0.0096
1361.82,0.0093
1367.26,0.0089
1372.7,0.0086
1378.14,0.0083
1383.58,0.0079
1389.02,0.0076
1394.46,0.0073
1399.9,0.007
1405.34,0.0066
1410.78,0.0063
1416.22,0.006
1421.66,0.0057
1427.1,0.0054
1432.54,0.005
1437.98,0.0047
1443.43,0.0044
1448.87,0.0041
1454.31,0.0038
1459.75,0.0034
1465.19,0.0031
1470.63,0.0028
1476.07,0.0025
1481.51,0.0022
1486.95,0.0018
1492.39,0.0015
1497.83,0.0025
1503.27,0.002
1508.71,0.0028
1514.15,0.0033
1519.59,0.0042
1525.03,0.0053
1530.47,0.0042
1535.91,0.0044
1541.35,0.0047
1546.8,0.0049
1552.24,0.0041
1557.68,0.0053
1563.12,0.0055
1568.56,0.0055
1574.0,0.0063
1579.44,0.005
1584.88,0.0048
1590.32,0.0053
1595.76,0.0053
1601.2,0.0055
1606.64,0.0054
1612.08,0.0054
1617.52,0.0055
1622.96,0.006
1628.4,0.0048
1633.84,0.0063
1639.28,0.0052
1644.72,0.0062
1650.17,0.0053
1655.61,0.0052
1661.05,0.0061
1666.49,0.0064
1671.93,0.005
1677.37,0.0049
1682.81,0.0063
1688.25,0.0057
1693.69,0.0058
1699.13,0.0058
1704.57,0.0065
1710.01,0.0055
1715.45,0.0063
1720.89,0.0053
1726.33,0.0039
1731.77,0.0032
1737.21,0.0039
1742.65,0.005
1748.09,0.0049
1753.54,0.0034
1758.98,0.0074
1764.42,0.0026
1769.86,0.0025
1775.3,0.0021
1780.74,0.0032
1786.18,0.0043
1791.62,0.0054
1797.06,0.0064
1802.5,0.0075
1807.94,0.0085
1813.38,0.0096
1818.82,0.0106
1824.26,0.0116
1829.7,0.0126
1835.14,0.0137
1840.58,0.0147
1846.02,0.0157
1851.46,0.0167
1856.91,0.0178
1862.35,0.0188
1867.79,0.0199
1873.23,0.0209
1878.67,0.022
1884.11,0.023
1889.55,0.0241
1894.99,0.0251
1900.43,0.0262
