# Hyperspectral spectrum export
# Source: data\images\221000_Odra_HS_Blok_A_015_VS_join_atm.hdr
# Pixel: col=3328  row=620
# data ignore value: 15000.0
# reflectance scale factor: 10000.0
wavelength_nm,dn_value,valid
414.13,100,1
417.32,100,1
420.52,103,1
423.72,103,1
426.91,124,1
430.11,143,1
433.31,102,1
436.5,110,1
439.7,126,1
442.9,122,1
446.09,132,1
449.29,115,1
452.49,120,1
455.68,141,1
458.88,143,1
462.08,128,1
465.27,123,1
468.47,125,1
471.67,126,1
474.86,127,1
478.06,125,1
481.26,132,1
484.45,145,1
487.65,137,1
490.85,120,1
494.04,115,1
497.24,138,1
500.43,138,1
503.63,132,1
506.83,141,1
510.03,145,1
513.22,167,1
516.42,178,1
519.61,171,1
522.81,180,1
526.01,206,1
529.2,217,1
532.4,223,1
535.6,236,1
538.79,251,1
541.99,239,1
545.19,248,1
548.38,258,1
551.58,255,1
554.78,266,1
557.97,260,1
561.17,258,1
564.37,247,1
567.56,242,1
570.76,225,1
573.96,213,1
577.15,208,1
580.35,207,1
583.55,201,1
586.74,197,1
589.94,203,1
593.14,187,1
596.33,206,1
599.53,200,1
602.73,198,1
605.92,203,1
609.12,197,1
612.32,195,1
615.51,189,1
618.71,172,1
621.91,180,1
625.1,183,1
628.3,177,1
631.5,182,1
634.69,175,1
637.89,176,1
641.09,180,1
644.28,165,1
647.48,194,1
650.67,164,1
653.87,172,1
657.07,171,1
660.27,151,1
663.46,149,1
666.66,167,1
669.85,162,1
673.05,166,1
676.25,154,1
679.45,150,1
682.64,175,1
685.84,177,1
689.03,272,1
692.23,367,1
695.43,462,1
698.62,556,1
701.82,651,1
705.02,746,1
708.21,840,1
711.41,935,1
714.61,1030,1
717.8,1125,1
721,1219,1
724.2,1314,1
727.39,1409,1
730.59,1504,1
733.79,1598,1
736.98,1693,1
740.18,1788,1
743.38,1916,1
746.57,2078,1
749.77,2088,1
752.97,2135,1
756.16,2183,1
759.36,2231,1
762.56,2278,1
765.75,2326,1
768.95,2373,1
772.15,2421,1
775.34,2488,1
778.54,2460,1
781.74,2503,1
784.93,2475,1
788.13,2487,1
791.33,2500,1
794.52,2514,1
797.72,2527,1
800.92,2540,1
804.11,2554,1
807.31,2567,1
810.51,2580,1
813.7,2594,1
816.9,2607,1
820.1,2620,1
823.29,2634,1
826.49,2647,1
829.68,2661,1
832.88,2674,1
836.08,2687,1
839.28,2701,1
842.47,2714,1
845.67,2850,1
848.86,2808,1
852.06,2854,1
855.26,2808,1
858.46,2749,1
861.65,2829,1
864.85,2940,1
868.04,2838,1
871.24,2776,1
874.44,2870,1
877.63,2854,1
880.83,2861,1
884.03,2863,1
887.22,2928,1
890.42,2908,1
893.62,2987,1
896.81,2991,1
900.01,3010,1
903.21,3032,1
906.4,3049,1
909.6,3068,1
912.8,3088,1
915.99,3105,1
919.19,3120,1
922.39,3134,1
925.58,3149,1
928.78,3164,1
931.98,3179,1
935.17,3184,1
938.37,3191,1
941.57,3199,1
944.76,3211,1
947.96,3220,1
951.16,3227,1
954.35,3235,1
957.55,3247,1
960.75,3260,1
963.94,3273,1
967.14,3285,1
970.1,3297,1
975.54,3311,1
980.98,3338,1
986.42,3370,1
991.86,3403,1
997.3,3433,1
1002.74,3498,1
1008.18,3655,1
1013.62,3712,1
1019.06,3729,1
1024.5,3780,1
1029.95,3761,1
1035.39,3765,1
1040.83,3800,1
1046.27,3856,1
1051.71,3925,1
1057.15,3975,1
1062.59,3967,1
1068.03,3988,1
1073.47,3912,1
1078.91,3857,1
1084.35,3864,1
1089.79,3806,1
1095.23,3776,1
1100.67,3757,1
1106.11,3730,1
1111.55,3702,1
1116.99,3666,1
1122.43,3621,1
1127.87,3569,1
1133.32,3503,1
1138.76,3411,1
1144.2,3315,1
1149.64,3233,1
1155.08,3164,1
1160.52,3102,1
1165.96,3053,1
1171.4,3014,1
1176.84,2979,1
1182.28,2957,1
1187.72,3044,1
1193.16,3132,1
1198.6,3188,1
1204.04,3247,1
1209.48,3293,1
1214.92,3362,1
1220.36,3374,1
1225.8,3490,1
1231.24,3486,1
1236.69,3517,1
1242.13,3560,1
1247.57,3583,1
1253.01,3569,1
1258.45,3496,1
1263.89,3562,1
1269.33,3803,1
1274.77,3674,1
1280.21,3661,1
1285.65,3607,1
1291.09,3553,1
1296.53,3460,1
1301.97,3382,1
1307.41,3245,1
1312.85,3200,1
1318.29,3029,1
1323.73,2832,1
1329.17,2777,1
1334.61,2637,1
1340.06,2550,1
1345.5,2464,1
1350.94,2349,1
1356.38,2233,1
1361.82,2123,1
1367.26,2021,1
1372.7,1921,1
1378.14,1793,1
1383.58,1646,1
1389.02,1505,1
1394.46,1370,1
1399.9,1240,1
1405.34,1138,1
1410.78,1045,1
1416.22,956,1
1421.66,896,1
1427.1,842,1
1432.54,796,1
1437.98,765,1
1443.43,733,1
1448.87,717,1
1454.31,706,1
1459.75,695,1
1465.19,696,1
1470.63,693,1
1476.07,682,1
1481.51,664,1
1486.95,733,1
1492.39,801,1
1497.83,874,1
1503.27,921,1
1508.71,965,1
1514.15,1075,1
1519.59,1114,1
1525.03,1158,1
1530.47,1184,1
1535.91,1254,1
1541.35,1369,1
1546.8,1312,1
1552.24,1357,1
1557.68,1413,1
1563.12,1418,1
1568.56,1493,1
1574,1501,1
1579.44,1509,1
1584.88,1536,1
1590.32,1590,1
1595.76,1578,1
1601.2,1666,1
1606.64,1691,1
1612.08,1771,1
1617.52,1690,1
1622.96,1734,1
1628.4,1790,1
1633.84,1804,1
1639.28,1843,1
1644.72,1822,1
1650.17,1833,1
1655.61,1865,1
1661.05,1850,1
1666.49,1848,1
1671.93,1817,1
1677.37,1867,1
1682.81,1827,1
1688.25,1804,1
1693.69,1791,1
1699.13,1754,1
1704.57,1706,1
1710.01,1656,1
1715.45,1663,1
1720.89,1634,1
1726.33,1587,1
1731.77,1542,1
1737.21,1608,1
1742.65,1550,1
1748.09,1560,1
1753.54,1501,1
1758.98,1508,1
1764.42,1479,1
1769.86,1332,1
1775.3,1362,1
1780.74,1267,1
1786.18,1233,1
1791.62,1197,1
1797.06,1158,1
1802.5,1104,1
1807.94,906,1
1813.38,716,1
1818.82,534,1
1824.26,359,1
1829.7,321,1
1835.14,304,1
1840.58,288,1
1846.02,272,1
1851.46,258,1
1856.91,249,1
1862.35,240,1
1867.79,231,1
1873.23,222,1
1878.67,212,1
1884.11,202,1
1889.55,193,1
1894.99,184,1
1900.43,175,1
1905.87,171,1
1911.31,167,1
1916.75,163,1
1922.19,160,1
1927.63,158,1
1933.07,156,1
1938.51,154,1
1943.95,151,1
1949.39,148,1
1954.83,156,1
1960.28,161,1
1965.72,165,1
1971.16,161,1
1976.6,155,1
1982.04,151,1
1987.48,224,1
1992.92,297,1
1998.36,362,1
2003.8,434,1
2009.24,285,1
2014.68,357,1
2020.12,257,1
2025.56,394,1
2031,398,1
2036.44,399,1
2041.88,442,1
2047.32,501,1
2052.76,471,1
2058.2,445,1
2063.65,509,1
2069.09,481,1
2074.53,490,1
2079.97,522,1
2085.41,566,1
2090.85,562,1
2096.29,575,1
2101.73,602,1
2107.17,590,1
2112.61,625,1
2118.05,626,1
2123.49,599,1
2128.93,645,1
2134.37,660,1
2139.81,678,1
2145.25,678,1
2150.69,720,1
2156.13,689,1
2161.57,702,1
2167.02,652,1
2172.46,704,1
2177.9,682,1
2183.34,694,1
2188.78,700,1
2194.22,747,1
2199.66,778,1
2205.1,782,1
2210.54,755,1
2215.98,809,1
2221.42,829,1
2226.86,798,1
2232.3,745,1
2237.74,764,1
2243.18,794,1
2248.62,763,1
2254.06,744,1
2259.5,696,1
2264.94,706,1
2270.39,647,1
2275.83,595,1
2281.27,625,1
2286.71,586,1
2292.15,605,1
2297.59,546,1
2303.03,499,1
2308.47,482,1
2313.91,513,1
2319.35,541,1
2324.79,424,1
2330.23,545,1
2335.67,509,1
2341.11,399,1
2346.55,483,1
2351.99,533,1
2357.43,342,1
2362.87,270,1
2368.32,514,1
2373.76,404,1
2379.2,359,1
2384.64,330,1
2390.08,275,1
2395.52,375,1
2400.96,331,1
2406.4,357,1
2411.84,346,1
2417.28,350,1
2422.72,400,1
2428.16,306,1
2433.6,530,1
2439.04,283,1
2444.48,518,1
2449.92,261,1
2455.36,280,1
2460.8,214,1
2466.24,374,1
2471.69,198,1
2477.13,150,1
2482.57,271,1
2488.01,3027,1
2493.45,5096,1
2498.89,276,1
