# Hyperspectral spectrum export
# Source: data\images\221000_Odra_HS_Blok_A_013_VS_join_atm.hdr
# Pixel: col=3699  row=231
# data ignore value: 15000.0
# reflectance scale factor: 10000.0
wavelength_nm,dn_value,valid
414.13,256,1
417.32,270,1
420.52,218,1
423.72,250,1
426.91,252,1
430.11,307,1
433.31,265,1
436.5,256,1
439.7,295,1
442.9,270,1
446.09,301,1
449.29,289,1
452.49,275,1
455.68,262,1
458.88,297,1
462.08,295,1
465.27,273,1
468.47,280,1
471.67,281,1
474.86,274,1
478.06,309,1
481.26,320,1
484.45,308,1
487.65,293,1
490.85,309,1
494.04,300,1
497.24,335,1
500.43,349,1
503.63,336,1
506.83,341,1
510.03,375,1
513.22,398,1
516.42,438,1
519.61,419,1
522.81,456,1
526.01,523,1
529.2,506,1
532.4,564,1
535.6,598,1
538.79,607,1
541.99,623,1
545.19,617,1
548.38,629,1
551.58,637,1
554.78,640,1
557.97,645,1
561.17,609,1
564.37,614,1
567.56,605,1
570.76,570,1
573.96,544,1
577.15,521,1
580.35,499,1
583.55,490,1
586.74,507,1
589.94,487,1
593.14,471,1
596.33,484,1
599.53,472,1
602.73,486,1
605.92,460,1
609.12,468,1
612.32,440,1
615.51,443,1
618.71,426,1
621.91,419,1
625.1,422,1
628.3,418,1
631.5,415,1
634.69,410,1
637.89,416,1
641.09,417,1
644.28,400,1
647.48,399,1
650.67,392,1
653.87,377,1
657.07,361,1
660.27,322,1
663.46,344,1
666.66,323,1
669.85,333,1
673.05,334,1
676.25,330,1
679.45,328,1
682.64,335,1
685.84,375,1
689.03,526,1
692.23,676,1
695.43,827,1
698.62,977,1
701.82,1127,1
705.02,1278,1
708.21,1428,1
711.41,1578,1
714.61,1729,1
717.8,1879,1
721,2029,1
724.2,2180,1
727.39,2330,1
730.59,2480,1
733.79,2631,1
736.98,2781,1
740.18,2931,1
743.38,3030,1
746.57,3216,1
749.77,3375,1
752.97,3416,1
756.16,3457,1
759.36,3497,1
762.56,3538,1
765.75,3579,1
768.95,3620,1
772.15,3660,1
775.34,3755,1
778.54,3786,1
781.74,3803,1
784.93,3801,1
788.13,3889,1
791.33,3900,1
794.52,3911,1
797.72,3922,1
800.92,3933,1
804.11,3945,1
807.31,3956,1
810.51,3967,1
813.7,3978,1
816.9,3989,1
820.1,4000,1
823.29,4011,1
826.49,4022,1
829.68,4033,1
832.88,4044,1
836.08,4055,1
839.28,4067,1
842.47,4078,1
845.67,4045,1
848.86,4181,1
852.06,4117,1
855.26,4170,1
858.46,3972,1
861.65,4130,1
864.85,4292,1
868.04,4232,1
871.24,4021,1
874.44,4025,1
877.63,4084,1
880.83,4040,1
884.03,4219,1
887.22,4265,1
890.42,4094,1
893.62,4326,1
896.81,4333,1
900.01,4296,1
903.21,4261,1
906.4,4219,1
909.6,4180,1
912.8,4142,1
915.99,4100,1
919.19,4054,1
922.39,4006,1
925.58,3960,1
928.78,3915,1
931.98,3868,1
935.17,3809,1
938.37,3753,1
941.57,3700,1
944.76,3652,1
947.96,3600,1
951.16,3545,1
954.35,3491,1
957.55,3443,1
960.75,3398,1
963.94,3353,1
967.14,3307,1
970.1,3262,1
975.54,3223,1
980.98,3153,1
986.42,3089,1
991.86,3026,1
997.3,2957,1
1002.74,2916,1
1008.18,2857,1
1013.62,2918,1
1019.06,3002,1
1024.5,3034,1
1029.95,3014,1
1035.39,2982,1
1040.83,2987,1
1046.27,3042,1
1051.71,3110,1
1057.15,3207,1
1062.59,3229,1
1068.03,3252,1
1073.47,3173,1
1078.91,3166,1
1084.35,3169,1
1089.79,3104,1
1095.23,3068,1
1100.67,3043,1
1106.11,3010,1
1111.55,2977,1
1116.99,2934,1
1122.43,2886,1
1127.87,2834,1
1133.32,2770,1
1138.76,2679,1
1144.2,2586,1
1149.64,2506,1
1155.08,2441,1
1160.52,2383,1
1165.96,2333,1
1171.4,2293,1
1176.84,2256,1
1182.28,2227,1
1187.72,2271,1
1193.16,2315,1
1198.6,2491,1
1204.04,2388,1
1209.48,2458,1
1214.92,2436,1
1220.36,2510,1
1225.8,2555,1
1231.24,2602,1
1236.69,2681,1
1242.13,2745,1
1247.57,2762,1
1253.01,2840,1
1258.45,2931,1
1263.89,2953,1
1269.33,2865,1
1274.77,2720,1
1280.21,2839,1
1285.65,2813,1
1291.09,2848,1
1296.53,2880,1
1301.97,2865,1
1307.41,2775,1
1312.85,2744,1
1318.29,2530,1
1323.73,2479,1
1329.17,2933,1
1334.61,2777,1
1340.06,2670,1
1345.5,2564,1
1350.94,2425,1
1356.38,2287,1
1361.82,2157,1
1367.26,2039,1
1372.7,1925,1
1378.14,1779,1
1383.58,1615,1
1389.02,1459,1
1394.46,1310,1
1399.9,1168,1
1405.34,1057,1
1410.78,956,1
1416.22,860,1
1421.66,793,1
1427.1,733,1
1432.54,681,1
1437.98,644,1
1443.43,606,1
1448.87,581,1
1454.31,558,1
1459.75,535,1
1465.19,520,1
1470.63,500,1
1476.07,473,1
1481.51,439,1
1486.95,449,1
1492.39,460,1
1497.83,517,1
1503.27,597,1
1508.71,584,1
1514.15,689,1
1519.59,719,1
1525.03,782,1
1530.47,801,1
1535.91,869,1
1541.35,907,1
1546.8,946,1
1552.24,978,1
1557.68,1012,1
1563.12,1021,1
1568.56,1104,1
