# Hyperspectral spectrum export
# Source: data\images\221000_Odra_HS_Blok_A_008_VS_join_atm.hdr
# Pixel: col=544  row=946
# data ignore value: 15000.0
# reflectance scale factor: 10000.0
wavelength_nm,dn_value,valid
414.13,290,1
417.32,288,1
420.52,317,1
423.72,326,1
426.91,303,1
430.11,324,1
433.31,351,1
436.5,342,1
439.7,357,1
442.9,373,1
446.09,365,1
449.29,357,1
452.49,393,1
455.68,389,1
458.88,392,1
462.08,401,1
465.27,403,1
468.47,400,1
471.67,425,1
474.86,418,1
478.06,451,1
481.26,477,1
484.45,470,1
487.65,461,1
490.85,479,1
494.04,483,1
497.24,535,1
500.43,547,1
503.63,534,1
506.83,541,1
510.03,550,1
513.22,562,1
516.42,612,1
519.61,589,1
522.81,589,1
526.01,631,1
529.2,637,1
532.4,640,1
535.6,666,1
538.79,712,1
541.99,709,1
545.19,732,1
548.38,729,1
551.58,749,1
554.78,779,1
557.97,796,1
561.17,774,1
564.37,786,1
567.56,805,1
570.76,840,1
573.96,825,1
577.15,826,1
580.35,825,1
583.55,852,1
586.74,885,1
589.94,862,1
593.14,860,1
596.33,870,1
599.53,837,1
602.73,855,1
605.92,883,1
609.12,859,1
612.32,861,1
615.51,864,1
618.71,857,1
621.91,904,1
625.1,896,1
628.3,926,1
631.5,895,1
634.69,904,1
637.89,917,1
641.09,922,1
644.28,948,1
647.48,963,1
650.67,919,1
653.87,923,1
657.07,920,1
660.27,869,1
663.46,915,1
666.66,915,1
669.85,887,1
673.05,930,1
676.25,908,1
679.45,908,1
682.64,912,1
685.84,1006,1
689.03,978,1
692.23,951,1
695.43,923,1
698.62,896,1
701.82,868,1
705.02,840,1
708.21,813,1
711.41,785,1
714.61,758,1
717.8,730,1
721,703,1
724.2,675,1
727.39,647,1
730.59,620,1
733.79,592,1
736.98,565,1
740.18,537,1
743.38,541,1
746.57,528,1
749.77,521,1
752.97,525,1
756.16,528,1
759.36,532,1
762.56,536,1
765.75,539,1
768.95,543,1
772.15,547,1
775.34,554,1
778.54,551,1
781.74,577,1
784.93,590,1
788.13,586,1
791.33,577,1
794.52,568,1
797.72,559,1
800.92,550,1
804.11,541,1
807.31,532,1
810.51,523,1
813.7,514,1
816.9,505,1
820.1,496,1
823.29,487,1
826.49,478,1
829.68,469,1
832.88,460,1
836.08,451,1
839.28,442,1
842.47,433,1
845.67,431,1
848.86,432,1
852.06,437,1
855.26,427,1
858.46,394,1
861.65,434,1
864.85,417,1
868.04,372,1
871.24,352,1
874.44,383,1
877.63,347,1
880.83,380,1
884.03,370,1
887.22,342,1
890.42,343,1
893.62,316,1
896.81,316,1
900.01,311,1
903.21,305,1
906.4,300,1
909.6,295,1
912.8,290,1
915.99,285,1
919.19,280,1
922.39,275,1
925.58,270,1
928.78,265,1
931.98,260,1
935.17,254,1
938.37,249,1
941.57,244,1
944.76,239,1
947.96,234,1
951.16,229,1
954.35,224,1
957.55,219,1
960.75,214,1
963.94,209,1
967.14,203,1
970.1,198,1
975.54,194,1
980.98,185,1
986.42,176,1
991.86,168,1
997.3,159,1
1002.74,150,1
1008.18,160,1
1013.62,155,1
