# Hyperspectral spectrum export
# Source: data\images\221000_Odra_HS_Blok_A_015_VS_join_atm.hdr
# Pixel: col=631  row=1950
# data ignore value: 15000.0
# reflectance scale factor: 10000.0
wavelength_nm,dn_value,valid
414.13,142,1
417.32,95,1
420.52,144,1
423.72,125,1
426.91,169,1
430.11,166,1
433.31,113,1
436.5,135,1
439.7,138,1
442.9,126,1
446.09,136,1
449.29,141,1
452.49,135,1
455.68,126,1
458.88,136,1
462.08,126,1
465.27,131,1
468.47,127,1
471.67,129,1
474.86,138,1
478.06,132,1
481.26,148,1
484.45,160,1
487.65,152,1
490.85,136,1
494.04,138,1
497.24,157,1
500.43,158,1
503.63,152,1
506.83,168,1
510.03,153,1
513.22,161,1
516.42,180,1
519.61,178,1
522.81,179,1
526.01,177,1
529.2,184,1
532.4,197,1
535.6,196,1
538.79,195,1
541.99,207,1
545.19,203,1
548.38,210,1
551.58,212,1
554.78,208,1
557.97,218,1
561.17,225,1
564.37,213,1
567.56,233,1
570.76,228,1
573.96,229,1
577.15,234,1
580.35,222,1
583.55,214,1
586.74,220,1
589.94,226,1
593.14,207,1
596.33,207,1
599.53,206,1
602.73,201,1
605.92,203,1
609.12,204,1
612.32,199,1
615.51,186,1
618.71,197,1
621.91,178,1
625.1,192,1
628.3,178,1
631.5,184,1
634.69,190,1
637.89,187,1
641.09,191,1
644.28,190,1
647.48,192,1
650.67,180,1
653.87,186,1
657.07,163,1
660.27,159,1
663.46,162,1
666.66,149,1
669.85,150,1
673.05,152,1
676.25,162,1
679.45,161,1
682.64,164,1
685.84,194,1
689.03,192,1
692.23,191,1
695.43,189,1
698.62,188,1
701.82,186,1
705.02,185,1
708.21,184,1
711.41,182,1
714.61,181,1
717.8,179,1
721,178,1
724.2,176,1
727.39,175,1
730.59,173,1
733.79,172,1
736.98,171,1
740.18,169,1
743.38,184,1
746.57,176,1
749.77,177,1
752.97,179,1
756.16,180,1
759.36,182,1
762.56,183,1
765.75,185,1
768.95,186,1
772.15,188,1
775.34,181,1
778.54,183,1
781.74,191,1
784.93,188,1
788.13,188,1
791.33,188,1
794.52,188,1
797.72,187,1
800.92,187,1
804.11,187,1
807.31,187,1
810.51,186,1
813.7,186,1
816.9,186,1
820.1,186,1
823.29,185,1
826.49,185,1
829.68,185,1
832.88,185,1
836.08,184,1
839.28,184,1
842.47,184,1
845.67,182,1
848.86,167,1
852.06,195,1
855.26,171,1
858.46,182,1
861.65,161,1
864.85,189,1
868.04,170,1
871.24,177,1
874.44,179,1
877.63,179,1
880.83,198,1
884.03,160,1
887.22,168,1
890.42,168,1
893.62,214,1
896.81,214,1
900.01,211,1
903.21,209,1
906.4,206,1
909.6,203,1
912.8,201,1
915.99,198,1
919.19,196,1
922.39,193,1
925.58,191,1
928.78,188,1
931.98,186,1
935.17,183,1
938.37,181,1
941.57,178,1
944.76,175,1
947.96,173,1
951.16,170,1
954.35,168,1
957.55,165,1
960.75,163,1
963.94,160,1
967.14,158,1
970.1,155,1
975.54,153,1
980.98,148,1
986.42,144,1
991.86,140,1
997.3,135,1
1002.74,131,1
1008.18,127,1
1013.62,125,1
1019.06,127,1
1024.5,129,1
1029.95,147,1
1035.39,126,1
1040.83,114,1
1046.27,110,1
1051.71,131,1
1057.15,131,1
1062.59,106,1
1068.03,128,1
1073.47,140,1
1078.91,132,1
1084.35,132,1
1089.79,132,1
1095.23,131,1
1100.67,131,1
1106.11,130,1
1111.55,130,1
1116.99,130,1
1122.43,129,1
1127.87,129,1
1133.32,128,1
1138.76,128,1
1144.2,128,1
1149.64,127,1
1155.08,127,1
1160.52,126,1
1165.96,126,1
1171.4,126,1
1176.84,125,1
1182.28,125,1
1187.72,124,1
1193.16,124,1
1198.6,127,1
1204.04,116,1
1209.48,121,1
1214.92,122,1
1220.36,124,1
1225.8,124,1
1231.24,125,1
1236.69,130,1
1242.13,127,1
1247.57,130,1
1253.01,132,1
1258.45,130,1
1263.89,134,1
1269.33,136,1
1274.77,133,1
1280.21,133,1
1285.65,125,1
1291.09,131,1
1296.53,134,1
1301.97,137,1
1307.41,136,1
1312.85,128,1
1318.29,133,1
1323.73,139,1
1329.17,182,1
1334.61,178,1
1340.06,173,1
1345.5,168,1
1350.94,163,1
1356.38,158,1
1361.82,153,1
1367.26,148,1
1372.7,143,1
1378.14,139,1
1383.58,135,1
1389.02,130,1
1394.46,126,1
1399.9,123,1
1405.34,119,1
1410.78,115,1
1416.22,111,1
1421.66,107,1
1427.1,103,1
1432.54,99,1
1437.98,96,1
1443.43,92,1
1448.87,89,1
1454.31,85,1
1459.75,82,1
1465.19,78,1
1470.63,75,1
1476.07,71,1
1481.51,68,1
1486.95,64,1
1492.39,60,1
1497.83,61,1
1503.27,68,1
1508.71,61,1
1514.15,64,1
1519.59,62,1
1525.03,59,1
1530.47,61,1
1535.91,70,1
1541.35,67,1
1546.8,73,1
1552.24,69,1
1557.68,71,1
1563.12,77,1
1568.56,80,1
1574,72,1
1579.44,69,1
1584.88,76,1
1590.32,74,1
1595.76,70,1
1601.2,80,1
1606.64,83,1
1612.08,83,1
1617.52,83,1
1622.96,79,1
1628.4,82,1
1633.84,75,1
1639.28,75,1
1644.72,78,1
1650.17,77,1
1655.61,81,1
1661.05,87,1
1666.49,80,1
1671.93,85,1
1677.37,83,1
1682.81,77,1
1688.25,79,1
1693.69,82,1
1699.13,66,1
1704.57,81,1
1710.01,79,1
1715.45,77,1
1720.89,75,1
1726.33,65,1
1731.77,84,1
1737.21,76,1
1742.65,86,1
1748.09,90,1
1753.54,86,1
1758.98,68,1
1764.42,94,1
1769.86,74,1
1775.3,107,1
1780.74,107,1
1786.18,106,1
1791.62,105,1
1797.06,105,1
1802.5,104,1
1807.94,103,1
1813.38,102,1
1818.82,101,1
1824.26,101,1
1829.7,100,1
1835.14,99,1
1840.58,98,1
1846.02,98,1
1851.46,97,1
1856.91,96,1
1862.35,96,1
1867.79,95,1
1873.23,94,1
1878.67,94,1
1884.11,93,1
1889.55,92,1
1894.99,92,1
1900.43,91,1
1905.87,90,1
1911.31,90,1
1916.75,89,1
1922.19,88,1
1927.63,88,1
1933.07,87,1
1938.51,87,1
1943.95,86,1
1949.39,85,1
1954.83,85,1
1960.28,84,1
1965.72,84,1
1971.16,83,1
1976.6,82,1
1982.04,82,1
1987.48,81,1
1992.92,80,1
1998.36,114,1
2003.8,250,1
2009.24,126,1
2014.68,190,1
2020.12,133,1
2025.56,55,1
2031,72,1
2036.44,59,1
2041.88,54,1
2047.32,66,1
2052.76,95,1
2058.2,39,1
2063.65,79,1
2069.09,75,1
2074.53,57,1
2079.97,75,1
2085.41,68,1
2090.85,59,1
2096.29,61,1
2101.73,72,1
2107.17,68,1
2112.61,72,1
2118.05,71,1
2123.49,67,1
2128.93,65,1
2134.37,65,1
2139.81,58,1
2145.25,65,1
2150.69,73,1
2156.13,78,1
2161.57,99,1
2167.02,75,1
2172.46,71,1
2177.9,55,1
2183.34,57,1
2188.78,46,1
2194.22,60,1
2199.66,67,1
2205.1,83,1
2210.54,49,1
2215.98,57,1
2221.42,84,1
2226.86,55,1
2232.3,59,1
2237.74,67,1
2243.18,49,1
2248.62,79,1
2254.06,84,1
2259.5,98,1
2264.94,57,1
2270.39,54,1
2275.83,96,1
2281.27,104,1
2286.71,64,1
2292.15,59,1
2297.59,95,1
2303.03,79,1
2308.47,73,1
2313.91,89,1
2319.35,112,1
2324.79,72,1
2330.23,103,1
2335.67,56,1
2341.11,142,1
2346.55,47,1
2351.99,104,1
2357.43,68,1
2362.87,123,1
2368.32,117,1
2373.76,105,1
2379.2,115,1
2384.64,121,1
2390.08,147,1
2395.52,120,1
2400.96,141,1
2406.4,167,1
2411.84,85,1
2417.28,6,1
2422.72,136,1
2428.16,149,1
2433.6,310,1
2439.04,177,1
2444.48,51,1
2449.92,467,1
2455.36,261,1
2460.8,457,1
2466.24,497,1
2471.69,223,1
2477.13,92,1
2482.57,3376,1
2488.01,3741,1
2493.45,10497,1
2498.89,1074,1
