wavelength_nm,value
414.13,0.0198
417.32,0.0196
420.52,0.0221
423.72,0.0177
426.91,0.0251
430.11,0.0226
433.31,0.0192
436.5,0.0231
439.7,0.0222
442.9,0.0234
446.09,0.0218
449.29,0.0212
452.49,0.0232
455.68,0.0211
458.88,0.025
462.08,0.0233
465.27,0.0223
468.47,0.0225
471.67,0.021
474.86,0.024
478.06,0.0228
481.26,0.0244
484.45,0.0237
487.65,0.0241
490.85,0.0233
494.04,0.0234
497.24,0.0246
500.43,0.0259
503.63,0.0235
506.83,0.0246
510.03,0.0264
513.22,0.0286
516.42,0.0308
519.61,0.0302
522.81,0.0309
526.01,0.0349
529.2,0.0358
532.4,0.0381
535.6,0.0384
538.79,0.0427
541.99,0.0402
545.19,0.0421
548.38,0.0423
551.58,0.0429
554.78,0.043
557.97,0.0433
561.17,0.0407
564.37,0.0407
567.56,0.0407
570.76,0.0397
573.96,0.0376
577.15,0.0357
580.35,0.0356
583.55,0.0352
586.74,0.0357
589.94,0.0349
593.14,0.0339
596.33,0.0342
599.53,0.0345
602.73,0.0348
605.92,0.0338
609.12,0.0338
612.32,0.0315
615.51,0.0317
618.71,0.0325
621.91,0.0311
625.1,0.0309
628.3,0.0319
631.5,0.0316
634.69,0.0297
637.89,0.0316
641.09,0.0307
644.28,0.0308
647.48,0.0321
650.67,0.0293
653.87,0.0273
657.07,0.0274
660.27,0.0273
663.46,0.029
666.66,0.0271
669.85,0.0277
673.05,0.0253
676.25,0.027
679.45,0.0266
682.64,0.0267
685.84,0.0285
689.03,0.0383
692.23,0.0481
695.43,0.0579
698.62,0.0676
701.82,0.0774
705.02,0.0872
708.21,0.097
711.41,0.1068
714.61,0.1165
717.8,0.1263
721.0,0.1361
724.2,0.1459
727.39,0.1557
730.59,0.1655
733.79,0.1752
736.98,0.185
740.18,0.1948
743.38,0.2089
746.57,0.2214
749.77,0.2231
752.97,0.2269
756.16,0.2306
759.36,0.2343
762.56,0.238
765.75,0.2418
768.95,0.2455
772.15,0.2492
775.34,0.2594
778.54,0.2544
781.74,0.2609
784.93,0.26
788.13,0.2589
791.33,0.2601
794.52,0.2612
797.72,0.2624
800.92,0.2635
804.11,0.2646
807.31,0.2658
810.51,0.2669
813.7,0.2681
816.9,0.2692
820.1,0.2704
823.29,0.2715
826.49,0.2727
829.68,0.2738
832.88,0.2749
836.08,0.2761
839.28,0.2772
842.47,0.2784
845.67,0.2796
848.86,0.27
852.06,0.2781
855.26,0.2697
858.46,0.2742
861.65,0.2783
864.85,0.2846
868.04,0.2857
871.24,0.2745
874.44,0.2772
877.63,0.2724
880.83,0.2863
884.03,0.2828
887.22,0.2846
890.42,0.2848
893.62,0.2846
896.81,0.285
900.01,0.2831
903.21,0.2815
906.4,0.2794
909.6,0.2774
912.8,0.2755
915.99,0.2735
919.19,0.2711
922.39,0.2687
925.58,0.2664
928.78,0.2641
931.98,0.2618
935.17,0.2586
938.37,0.2556
941.57,0.2528
944.76,0.2504
947.96,0.2476
951.16,0.2448
954.35,0.242
957.55,0.2395
960.75,0.2372
963.94,0.2348
967.14,0.2324
970.1,0.2301
975.54,0.228
980.98,0.2245
986.42,0.2213
991.86,0.2181
997.3,0.2147
1002.74,0.2133
1008.18,0.2169
1013.62,0.2225
1019.06,0.2249
1024.5,0.2284
1029.95,0.2296
1035.39,0.2289
1040.83,0.2307
1046.27,0.235
1051.71,0.239
1057.15,0.2455
1062.59,0.2447
1068.03,0.2467
1073.47,0.2408
1078.91,0.2375
1084.35,0.2371
1089.79,0.2324
1095.23,0.2295
1100.67,0.2273
1106.11,0.2247
1111.55,0.222
1116.99,0.2187
1122.43,0.2149
1127.87,0.2108
1133.32,0.2058
1138.76,0.1992
1144.2,0.1925
1149.64,0.1865
1155.08,0.1815
1160.52,0.1769
1165.96,0.173
1171.4,0.1698
1176.84,0.1668
1182.28,0.1644
1187.72,0.1679
1193.16,0.1714
1198.6,0.1721
1204.04,0.1754
1209.48,0.1783
1214.92,0.1828
1220.36,0.1864
1225.8,0.1927
1231.24,0.1954
1236.69,0.1975
1242.13,0.1982
1247.57,0.1983
1253.01,0.2018
1258.45,0.1967
1263.89,0.2006
1269.33,0.2159
1274.77,0.2084
1280.21,0.2059
1285.65,0.2054
1291.09,0.1986
1296.53,0.193
1301.97,0.1883
1307.41,0.1795
1312.85,0.176
1318.29,0.1652
1323.73,0.1536
1329.17,0.1447
1334.61,0.1375
1340.06,0.133
1345.5,0.1285
1350.94,0.1225
1356.38,0.1164
1361.82,0.1107
1367.26,0.1054
1372.7,0.1003
1378.14,0.0935
1383.58,0.0859
1389.02,0.0785
1394.46,0.0714
1399.9,0.0646
1405.34,0.0593
1410.78,0.0544
1416.22,0.0498
1421.66,0.0467
1427.1,0.0439
1432.54,0.0415
1437.98,0.0399
1443.43,0.0384
1448.87,0.0376
1454.31,0.0371
1459.75,0.0366
1465.19,0.0368
1470.63,0.0367
1476.07,0.0363
1481.51,0.0355
1486.95,0.0394
1492.39,0.0433
1497.83,0.0457
1503.27,0.0492
1508.71,0.0493
1514.15,0.0526
1519.59,0.0536
1525.03,0.054
1530.47,0.059
1535.91,0.0597
1541.35,0.062
1546.8,0.0631
1552.24,0.0653
1557.68,0.0697
1563.12,0.0692
1568.56,0.073
1574.0,0.0708
1579.44,0.0746
1584.88,0.0743
1590.32,0.0762
1595.76,0.0775
1601.2,0.0807
1606.64,0.0824
1612.08,0.0858
1617.52,0.0832
1622.96,0.0863
1628.4,0.0859
1633.84,0.0886
1639.28,0.0895
1644.72,0.0904
1650.17,0.089
1655.61,0.0896
1661.05,0.0901
1666.49,0.0901
1671.93,0.0917
1677.37,0.0912
1682.81,0.0925
1688.25,0.0891
1693.69,0.0878
1699.13,0.0845
1704.57,0.0839
1710.01,0.0822
1715.45,0.0802
1720.89,0.0798
1726.33,0.0765
1731.77,0.0748
1737.21,0.0787
1742.65,0.0757
1748.09,0.0743
1753.54,0.0739
1758.98,0.0721
1764.42,0.072
1769.86,0.0639
1775.3,0.0641
1780.74,0.0599
1786.18,0.0584
1791.62,0.0569
1797.06,0.0553
1802.5,0.0529
1807.94,0.0436
1813.38,0.0346
1818.82,0.0259
1824.26,0.0175
1829.7,0.0157
1835.14,0.015
1840.58,0.0142
1846.02,0.0135
1851.46,0.0129
1856.91,0.0125
1862.35,0.0121
1867.79,0.0117
1873.23,0.0113
1878.67,0.0109
1884.11,0.0105
1889.55,0.0101
1894.99,0.0097
1900.43,0.0093
1905.87,0.0092
1911.31,0.0091
1916.75,0.009
1922.19,0.0089
1927.63,0.009
1933.07,0.009
1938.51,0.009
1943.95,0.009
1949.39,0.0091
1954.83,0.0097
1960.28,0.0103
1965.72,0.0107
1971.16,0.0108
1976.6,0.0107
1982.04,0.0108
1987.48,0.0169
1992.92,0.0231
1998.36,0.0237
2003.8,0.0155
2009.24,0.0133
2014.68,0.0287
2020.12,0.0155
2025.56,0.0268
2031.0,0.0232
2036.44,0.0291
2041.88,0.0281
2047.32,0.034
2052.76,0.0334
2058.2,0.0346
2063.65,0.0354
2069.09,0.0321
2074.53,0.025
2079.97,0.0295
2085.41,0.0313
2090.85,0.0309
2096.29,0.03
2101.73,0.0324
2107.17,0.032
2112.61,0.0355
2118.05,0.0356
2123.49,0.035
2128.93,0.0352
2134.37,0.0363
2139.81,0.0364
2145.25,0.0402
2150.69,0.0375
2156.13,0.0357
2161.57,0.0425
2167.02,0.0358
2172.46,0.0399
2177.9,0.0373
2183.34,0.0408
2188.78,0.0378
2194.22,0.0416
2199.66,0.0431
2205.1,0.041
2210.54,0.0421
2215.98,0.0461
2221.42,0.0445
2226.86,0.0431
2232.3,0.0443
2237.74,0.0394
2243.18,0.043
2248.62,0.0412
2254.06,0.0372
2259.5,0.0387
2264.94,0.028
2270.39,0.0337
2275.83,0.0328
2281.27,0.03
2286.71,0.0306
2292.15,0.0315
2297.59,0.0339
2303.03,0.0338
2308.47,0.0292
2313.91,0.031
2319.35,0.0313
2324.79,0.0276
2330.23,0.0249
2335.67,0.0259
2341.11,0.0284
2346.55,0.0309
2351.99,0.0211
2357.43,0.0306
2362.87,0.0268
2368.32,0.0216
2373.76,0.0238
2379.2,0.0383
2384.64,0.033
2390.08,0.0276
2395.52,0.0086
2400.96,0.0198
2406.4,0.0311
2411.84,0.0154
2417.28,0.0253
2422.72,0.0383
2428.16,0.0283
2433.6,0.0306
2439.04,0.0293
2444.48,0.052
2449.92,0.0432
2455.36,0.0174
2460.8,0.0395
2466.24,0.0535
2471.69,0.0419
2477.13,0.0559
2482.57,0.4366
2488.01,0.3394
2493.45,0.8802
2498.89,0.0729
