# Hyperspectral spectrum export
# Source: data\images\221000_Odra_HS_Blok_A_008_VS_join_atm.hdr
# Pixel: col=649  row=98
# data ignore value: 15000.0
# reflectance scale factor: 10000.0
wavelength_nm,dn_value,valid
414.13,464,1
417.32,470,1
420.52,514,1
423.72,521,1
426.91,553,1
430.11,585,1
433.31,571,1
436.5,592,1
439.7,594,1
442.9,618,1
446.09,669,1
449.29,633,1
452.49,664,1
455.68,650,1
458.88,697,1
462.08,701,1
465.27,715,1
468.47,709,1
471.67,739,1
474.86,751,1
478.06,779,1
481.26,822,1
484.45,833,1
487.65,827,1
490.85,838,1
494.04,809,1
497.24,895,1
500.43,900,1
503.63,895,1
506.83,900,1
510.03,937,1
513.22,955,1
516.42,1005,1
519.61,939,1
522.81,965,1
526.01,1000,1
529.2,997,1
532.4,1060,1
535.6,1076,1
538.79,1118,1
541.99,1104,1
545.19,1110,1
548.38,1135,1
551.58,1150,1
554.78,1170,1
557.97,1211,1
561.17,1190,1
564.37,1198,1
567.56,1206,1
570.76,1240,1
573.96,1251,1
577.15,1251,1
580.35,1244,1
583.55,1297,1
586.74,1320,1
589.94,1329,1
593.14,1303,1
596.33,1291,1
599.53,1330,1
602.73,1379,1
605.92,1361,1
609.12,1398,1
612.32,1363,1
615.51,1415,1
618.71,1399,1
621.91,1435,1
625.1,1461,1
628.3,1462,1
631.5,1466,1
634.69,1480,1
637.89,1491,1
641.09,1519,1
644.28,1575,1
647.48,1603,1
650.67,1568,1
653.87,1558,1
657.07,1606,1
660.27,1530,1
663.46,1602,1
666.66,1630,1
669.85,1618,1
673.05,1642,1
676.25,1666,1
679.45,1686,1
682.64,1694,1
685.84,1826,1
689.03,1830,1
692.23,1834,1
695.43,1839,1
698.62,1843,1
701.82,1847,1
705.02,1851,1
708.21,1856,1
711.41,1860,1
714.61,1864,1
717.8,1868,1
721,1873,1
724.2,1877,1
727.39,1881,1
730.59,1885,1
733.79,1890,1
736.98,1894,1
740.18,1898,1
743.38,1927,1
746.57,2002,1
749.77,2042,1
752.97,2053,1
756.16,2063,1
759.36,2074,1
762.56,2085,1
765.75,2095,1
768.95,2106,1
772.15,2117,1
775.34,2209,1
778.54,2233,1
781.74,2183,1
784.93,2209,1
788.13,2221,1
791.33,2235,1
794.52,2248,1
797.72,2262,1
800.92,2275,1
804.11,2289,1
807.31,2302,1
810.51,2316,1
813.7,2329,1
816.9,2343,1
820.1,2356,1
823.29,2370,1
826.49,2384,1
829.68,2397,1
832.88,2411,1
836.08,2424,1
839.28,2438,1
842.47,2451,1
845.67,2387,1
848.86,2426,1
852.06,2465,1
855.26,2467,1
858.46,2342,1
861.65,2411,1
864.85,2533,1
868.04,2459,1
871.24,2339,1
874.44,2392,1
877.63,2443,1
880.83,2472,1
884.03,2409,1
887.22,2439,1
890.42,2355,1
893.62,2515,1
896.81,2513,1
900.01,2508,1
903.21,2501,1
906.4,2497,1
909.6,2492,1
912.8,2487,1
915.99,2482,1
919.19,2479,1
922.39,2476,1
925.58,2473,1
928.78,2469,1
931.98,2466,1
935.17,2464,1
938.37,2461,1
941.57,2458,1
944.76,2454,1
947.96,2452,1
951.16,2451,1
954.35,2449,1
957.55,2445,1
960.75,2441,1
963.94,2436,1
967.14,2431,1
970.1,2426,1
975.54,2421,1
980.98,2411,1
986.42,2399,1
991.86,2388,1
997.3,2380,1
1002.74,2376,1
1008.18,2365,1
1013.62,2419,1
1019.06,2452,1
1024.5,2444,1
1029.95,2421,1
1035.39,2404,1
1040.83,2383,1
1046.27,2436,1
1051.71,2473,1
1057.15,2547,1
1062.59,2541,1
1068.03,2580,1
1073.47,2506,1
1078.91,2480,1
1084.35,2466,1
1089.79,2475,1
1095.23,2474,1
1100.67,2469,1
1106.11,2466,1
1111.55,2464,1
1116.99,2465,1
1122.43,2463,1
1127.87,2458,1
1133.32,2454,1
1138.76,2458,1
1144.2,2464,1
1149.64,2467,1
1155.08,2462,1
1160.52,2455,1
1165.96,2452,1
1171.4,2446,1
1176.84,2440,1
1182.28,2438,1
1187.72,2464,1
1193.16,2490,1
1198.6,2671,1
1204.04,2580,1
1209.48,2668,1
1214.92,2641,1
1220.36,2703,1
1225.8,2750,1
1231.24,2772,1
1236.69,2843,1
1242.13,2874,1
1247.57,2921,1
1253.01,2948,1
1258.45,3026,1
1263.89,3079,1
1269.33,2978,1
1274.77,2853,1
1280.21,2975,1
1285.65,2967,1
1291.09,3016,1
1296.53,3046,1
1301.97,3074,1
1307.41,3054,1
1312.85,3048,1
1318.29,2862,1
1323.73,2904,1
1329.17,3375,1
1334.61,3317,1
1340.06,3252,1
1345.5,3183,1
1350.94,3110,1
1356.38,3035,1
1361.82,2962,1
1367.26,2891,1
1372.7,2823,1
1378.14,2759,1
1383.58,2699,1
1389.02,2642,1
1394.46,2588,1
1399.9,2536,1
1405.34,2484,1
1410.78,2432,1
1416.22,2381,1
1421.66,2329,1
1427.1,2279,1
1432.54,2229,1
1437.98,2181,1
1443.43,2136,1
1448.87,2093,1
1454.31,2052,1
1459.75,2012,1
1465.19,1973,1
1470.63,1933,1
1476.07,1891,1
1481.51,1846,1
1486.95,1796,1
1492.39,1746,1
1497.83,1922,1
1503.27,2172,1
1508.71,2171,1
1514.15,2447,1
1519.59,2509,1
1525.03,2617,1
1530.47,2678,1
1535.91,2805,1
1541.35,2887,1
1546.8,2910,1
1552.24,2958,1
1557.68,2988,1
1563.12,2961,1
1568.56,3120,1
1574,3019,1
1579.44,2929,1
1584.88,2962,1
1590.32,3011,1
1595.76,3001,1
1601.2,3102,1
1606.64,3109,1
1612.08,3133,1
1617.52,3054,1
1622.96,3104,1
1628.4,3179,1
1633.84,3164,1
1639.28,3203,1
1644.72,3175,1
1650.17,3182,1
1655.61,3180,1
1661.05,3208,1
1666.49,3228,1
1671.93,3183,1
1677.37,3271,1
1682.81,3261,1
1688.25,3227,1
1693.69,3209,1
1699.13,3200,1
1704.57,3196,1
1710.01,3158,1
1715.45,3154,1
1720.89,3132,1
1726.33,3081,1
1731.77,3068,1
1737.21,3165,1
1742.65,3041,1
1748.09,3104,1
1753.54,3076,1
1758.98,3007,1
1764.42,3022,1
1769.86,2735,1
1775.3,2832,1
1780.74,2806,1
1786.18,2777,1
1791.62,2745,1
1797.06,2711,1
1802.5,2675,1
1807.94,2638,1
1813.38,2601,1
1818.82,2564,1
1824.26,2528,1
1829.7,2494,1
1835.14,2461,1
1840.58,2431,1
1846.02,2402,1
1851.46,2375,1
