# Hyperspectral spectrum export
# Source: data\images\221000_Odra_HS_Blok_A_013_VS_join_atm.hdr
# Pixel: col=214  row=1079
# data ignore value: 15000.0
# reflectance scale factor: 10000.0
wavelength_nm,dn_value,valid
414.13,417,1
417.32,413,1
420.52,440,1
423.72,430,1
426.91,531,1
430.11,504,1
433.31,461,1
436.5,476,1
439.7,516,1
442.9,496,1
446.09,535,1
449.29,479,1
452.49,556,1
455.68,551,1
458.88,579,1
462.08,561,1
465.27,542,1
468.47,550,1
471.67,576,1
474.86,568,1
478.06,596,1
481.26,620,1
484.45,625,1
487.65,602,1
490.85,596,1
494.04,598,1
497.24,651,1
500.43,663,1
503.63,639,1
506.83,667,1
510.03,686,1
513.22,710,1
516.42,735,1
519.61,717,1
522.81,730,1
526.01,772,1
529.2,744,1
532.4,786,1
535.6,818,1
538.79,864,1
541.99,868,1
545.19,876,1
548.38,877,1
551.58,887,1
554.78,901,1
557.97,920,1
561.17,934,1
564.37,901,1
567.56,913,1
570.76,938,1
573.96,905,1
577.15,926,1
580.35,915,1
583.55,935,1
586.74,966,1
589.94,982,1
593.14,945,1
596.33,954,1
599.53,961,1
602.73,987,1
605.92,1027,1
609.12,986,1
612.32,993,1
615.51,1021,1
618.71,991,1
621.91,1010,1
625.1,1025,1
628.3,1051,1
631.5,1031,1
634.69,1029,1
637.89,1028,1
641.09,1060,1
644.28,1064,1
647.48,1106,1
650.67,1053,1
653.87,1067,1
657.07,1066,1
660.27,1031,1
663.46,1084,1
666.66,1088,1
669.85,1099,1
673.05,1094,1
676.25,1115,1
679.45,1120,1
682.64,1129,1
685.84,1248,1
689.03,1268,1
692.23,1288,1
695.43,1308,1
698.62,1328,1
701.82,1349,1
705.02,1369,1
708.21,1389,1
711.41,1409,1
714.61,1430,1
717.8,1450,1
721,1470,1
724.2,1490,1
727.39,1510,1
730.59,1531,1
733.79,1551,1
736.98,1571,1
740.18,1591,1
743.38,1638,1
746.57,1706,1
749.77,1727,1
752.97,1740,1
756.16,1752,1
759.36,1765,1
762.56,1777,1
765.75,1790,1
768.95,1803,1
772.15,1815,1
775.34,1818,1
778.54,1850,1
781.74,1862,1
784.93,1835,1
788.13,1903,1
791.33,1909,1
794.52,1914,1
797.72,1919,1
800.92,1924,1
804.11,1930,1
807.31,1935,1
810.51,1940,1
813.7,1945,1
816.9,1950,1
820.1,1956,1
823.29,1961,1
826.49,1966,1
829.68,1971,1
832.88,1977,1
836.08,1982,1
839.28,1987,1
842.47,1992,1
845.67,2093,1
848.86,2068,1
852.06,2045,1
855.26,1990,1
858.46,2018,1
861.65,2048,1
864.85,2179,1
868.04,2055,1
871.24,1988,1
874.44,2042,1
877.63,2144,1
880.83,2109,1
884.03,2080,1
887.22,2071,1
890.42,2095,1
893.62,2179,1
896.81,2178,1
900.01,2176,1
903.21,2174,1
906.4,2173,1
909.6,2171,1
912.8,2170,1
915.99,2169,1
919.19,2169,1
922.39,2169,1
925.58,2169,1
928.78,2168,1
931.98,2168,1
935.17,2169,1
938.37,2169,1
941.57,2169,1
944.76,2168,1
947.96,2169,1
951.16,2171,1
954.35,2172,1
957.55,2171,1
960.75,2170,1
963.94,2169,1
967.14,2168,1
970.1,2166,1
975.54,2164,1
980.98,2160,1
986.42,2155,1
991.86,2150,1
997.3,2148,1
1002.74,2150,1
1008.18,2143,1
1013.62,2196,1
1019.06,2243,1
1024.5,2241,1
1029.95,2216,1
1035.39,2171,1
1040.83,2187,1
1046.27,2219,1
1051.71,2276,1
1057.15,2325,1
1062.59,2334,1
1068.03,2355,1
1073.47,2267,1
1078.91,2294,1
1084.35,2277,1
1089.79,2279,1
1095.23,2273,1
1100.67,2263,1
1106.11,2256,1
1111.55,2249,1
1116.99,2244,1
1122.43,2237,1
1127.87,2227,1
1133.32,2218,1
1138.76,2215,1
1144.2,2214,1
1149.64,2210,1
