# Hyperspectral spectrum export
# Source: data\images\221000_Odra_HS_Blok_A_013_VS_join_atm.hdr
# Pixel: col=1118  row=1516
# data ignore value: 15000.0
# reflectance scale factor: 10000.0
wavelength_nm,dn_value,valid
414.13,476,1
417.32,445,1
420.52,465,1
423.72,470,1
426.91,493,1
430.11,525,1
433.31,483,1
436.5,526,1
439.7,540,1
442.9,552,1
446.09,600,1
449.29,547,1
452.49,586,1
455.68,613,1
458.88,610,1
462.08,618,1
465.27,644,1
468.47,630,1
471.67,593,1
474.86,643,1
478.06,667,1
481.26,690,1
484.45,699,1
487.65,699,1
490.85,700,1
494.04,702,1
497.24,751,1
500.43,775,1
503.63,757,1
506.83,751,1
510.03,752,1
513.22,807,1
516.42,835,1
519.61,804,1
522.81,797,1
526.01,840,1
529.2,820,1
532.4,862,1
535.6,864,1
538.79,910,1
541.99,933,1
545.19,905,1
548.38,920,1
551.58,933,1
554.78,969,1
557.97,1000,1
561.17,980,1
564.37,982,1
567.56,987,1
570.76,1030,1
573.96,1035,1
577.15,1028,1
580.35,1045,1
583.55,1043,1
586.74,1089,1
589.94,1097,1
593.14,1075,1
596.33,1084,1
599.53,1106,1
602.73,1130,1
605.92,1154,1
609.12,1167,1
612.32,1201,1
615.51,1212,1
618.71,1179,1
621.91,1199,1
625.1,1246,1
628.3,1244,1
631.5,1231,1
634.69,1254,1
637.89,1257,1
641.09,1297,1
644.28,1297,1
647.48,1344,1
650.67,1333,1
653.87,1334,1
657.07,1354,1
660.27,1287,1
663.46,1357,1
666.66,1384,1
669.85,1394,1
673.05,1392,1
676.25,1404,1
679.45,1423,1
682.64,1435,1
685.84,1568,1
689.03,1571,1
692.23,1575,1
695.43,1578,1
698.62,1581,1
701.82,1584,1
705.02,1588,1
708.21,1591,1
711.41,1594,1
714.61,1597,1
717.8,1600,1
721,1604,1
724.2,1607,1
727.39,1610,1
730.59,1613,1
733.79,1617,1
736.98,1620,1
740.18,1623,1
743.38,1650,1
746.57,1677,1
749.77,1686,1
752.97,1699,1
756.16,1713,1
759.36,1726,1
762.56,1739,1
765.75,1752,1
768.95,1765,1
772.15,1778,1
775.34,1797,1
778.54,1843,1
781.74,1853,1
784.93,1856,1
788.13,1878,1
791.33,1886,1
794.52,1893,1
797.72,1901,1
800.92,1908,1
804.11,1916,1
807.31,1924,1
810.51,1931,1
813.7,1939,1
816.9,1946,1
820.1,1954,1
823.29,1961,1
826.49,1969,1
829.68,1976,1
832.88,1984,1
836.08,1992,1
839.28,1999,1
842.47,2007,1
845.67,2015,1
848.86,2095,1
852.06,2080,1
855.26,2079,1
858.46,2034,1
861.65,2061,1
864.85,2109,1
868.04,2152,1
871.24,1996,1
874.44,2114,1
877.63,2065,1
880.83,2164,1
884.03,2117,1
887.22,2180,1
890.42,2107,1
893.62,2101,1
896.81,2099,1
900.01,2101,1
903.21,2101,1
906.4,2103,1
909.6,2105,1
912.8,2106,1
915.99,2108,1
919.19,2111,1
922.39,2115,1
925.58,2117,1
928.78,2120,1
931.98,2123,1
935.17,2127,1
938.37,2131,1
941.57,2134,1
944.76,2136,1
947.96,2140,1
951.16,2145,1
954.35,2150,1
957.55,2152,1
960.75,2154,1
963.94,2157,1
967.14,2158,1
970.1,2159,1
975.54,2160,1
980.98,2162,1
986.42,2161,1
991.86,2161,1
997.3,2164,1
1002.74,2171,1
1008.18,2229,1
1013.62,2246,1
1019.06,2257,1
1024.5,2249,1
1029.95,2250,1
1035.39,2237,1
1040.83,2252,1
1046.27,2289,1
1051.71,2309,1
1057.15,2326,1
1062.59,2321,1
1068.03,2343,1
1073.47,2300,1
1078.91,2261,1
1084.35,2254,1
1089.79,2266,1
1095.23,2269,1
1100.67,2270,1
1106.11,2272,1
1111.55,2275,1
1116.99,2280,1
1122.43,2283,1
1127.87,2282,1
1133.32,2283,1
1138.76,2292,1
1144.2,2303,1
1149.64,2310,1
1155.08,2309,1
1160.52,2308,1
1165.96,2309,1
1171.4,2309,1
1176.84,2308,1
1182.28,2309,1
1187.72,2339,1
1193.16,2368,1
1198.6,2373,1
1204.04,2427,1
1209.48,2471,1
1214.92,2548,1
1220.36,2552,1
1225.8,2605,1
1231.24,2627,1
1236.69,2629,1
1242.13,2628,1
1247.57,2616,1
1253.01,2601,1
1258.45,2567,1
1263.89,2597,1
1269.33,2797,1
1274.77,2732,1
1280.21,2715,1
1285.65,2692,1
1291.09,2644,1
1296.53,2583,1
1301.97,2553,1
1307.41,2487,1
1312.85,2459,1
1318.29,2408,1
1323.73,2288,1
1329.17,2201,1
1334.61,2194,1
1340.06,2183,1
1345.5,2169,1
1350.94,2151,1
1356.38,2133,1
1361.82,2114,1
1367.26,2097,1
1372.7,2081,1
1378.14,2069,1
1383.58,2059,1
1389.02,2051,1
1394.46,2045,1
1399.9,2040,1
1405.34,2036,1
1410.78,2032,1
1416.22,2028,1
1421.66,2025,1
1427.1,2022,1
1432.54,2020,1
1437.98,2019,1
1443.43,2022,1
1448.87,2026,1
1454.31,2033,1
1459.75,2042,1
1465.19,2052,1
1470.63,2062,1
1476.07,2071,1
1481.51,2077,1
1486.95,2077,1
1492.39,2078,1
1497.83,2114,1
1503.27,2163,1
1508.71,2171,1
1514.15,2294,1
1519.59,2347,1
1525.03,2364,1
1530.47,2394,1
1535.91,2463,1
1541.35,2501,1
1546.8,2513,1
1552.24,2541,1
1557.68,2557,1
1563.12,2513,1
1568.56,2628,1
1574,2560,1
1579.44,2550,1
1584.88,2530,1
1590.32,2563,1
1595.76,2528,1
1601.2,2653,1
1606.64,2659,1
1612.08,2723,1
1617.52,2605,1
1622.96,2643,1
1628.4,2684,1
1633.84,2649,1
1639.28,2700,1
1644.72,2681,1
1650.17,2681,1
1655.61,2689,1
1661.05,2677,1
1666.49,2690,1
1671.93,2690,1
1677.37,2714,1
1682.81,2717,1
1688.25,2688,1
1693.69,2658,1
1699.13,2658,1
1704.57,2623,1
1710.01,2614,1
1715.45,2634,1
1720.89,2565,1
1726.33,2580,1
1731.77,2503,1
1737.21,2624,1
1742.65,2517,1
1748.09,2599,1
1753.54,2532,1
1758.98,2481,1
1764.42,2476,1
1769.86,2265,1
1775.3,2276,1
1780.74,2261,1
1786.18,2244,1
1791.62,2224,1
1797.06,2202,1
1802.5,2179,1
1807.94,2155,1
1813.38,2131,1
1818.82,2107,1
1824.26,2084,1
1829.7,2062,1
1835.14,2042,1
1840.58,2023,1
1846.02,2005,1
1851.46,1989,1
1856.91,1974,1
1862.35,1960,1
1867.79,1947,1
1873.23,1934,1
1878.67,1921,1
1884.11,1908,1
1889.55,1896,1
1894.99,1883,1
1900.43,1871,1
1905.87,1859,1
1911.31,1847,1
1916.75,1836,1
1922.19,1827,1
1927.63,1818,1
1933.07,1811,1
1938.51,1805,1
1943.95,1800,1
1949.39,1796,1
1954.83,1792,1
1960.28,1788,1
1965.72,1784,1
1971.16,1779,1
1976.6,1772,1
1982.04,1764,1
1987.48,1753,1
1992.92,1742,1
1998.36,1844,1
2003.8,2438,1
2009.24,1680,1
2014.68,1907,1
2020.12,1705,1
2025.56,1822,1
2031,1918,1
2036.44,1947,1
2041.88,2047,1
2047.32,2001,1
2052.76,2150,1
